S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu10350	0	0	0	5	1	2	1	2	4	0	0	1	0
otu10351	6	0	0	0	0	0	0	3	0	0	0	5	0
otu10352	0	0	0	0	0	0	0	6	5	0	0	3	0
otu10354	2	1	0	1	0	1	3	4	2	0	0	1	0
otu10355	3	1	1	0	0	2	1	1	3	0	0	0	0
otu10357	2	0	0	0	2	6	0	1	4	0	2	5	0
otu10360	1	0	0	4	0	0	0	0	0	4	1	0	0
otu10361	1	0	0	0	4	3	0	0	0	0	0	3	0
otu10374	1	0	0	0	0	0	0	4	9	0	0	1	0
otu10375	2	4	5	0	0	1	0	0	0	0	0	1	1
otu10377	0	0	0	0	0	0	0	3	2	0	0	4	0
otu10379	0	0	0	0	0	0	4	2	5	0	0	0	0
otu10382	4	0	0	0	0	4	1	0	3	0	0	0	0
otu10383	0	0	0	6	0	0	0	0	0	0	0	0	4
otu10392	3	0	0	0	0	1	0	1	6	0	0	2	0
otu10393	0	0	0	1	0	0	0	0	8	0	2	1	5
otu10394	2	0	0	3	0	3	0	0	0	0	0	2	0
otu10395	2	0	0	1	0	0	3	2	5	0	0	0	0
otu10396	1	0	0	0	0	4	0	0	4	0	0	1	0
otu10397	0	0	3	5	0	0	0	0	0	0	0	0	0
otu10402	3	0	3	0	0	1	0	1	10	0	0	0	0
otu10403	0	0	0	0	0	0	3	11	1	0	0	1	0
otu10405	2	0	0	0	0	0	0	3	2	0	2	3	0
otu10408	0	0	0	0	0	1	8	5	10	0	0	0	0
otu10410	3	0	0	0	1	0	0	1	4	0	0	4	0
otu10411	0	0	1	0	1	0	0	5	4	0	0	2	0
otu10414	13	1	0	0	0	1	2	2	4	0	0	0	0
otu10418	0	0	0	2	1	3	0	0	0	0	0	6	0
otu10424	0	0	1	0	0	0	0	0	0	0	5	6	0
otu10426	3	0	1	0	0	4	0	0	0	0	0	0	2
otu10427	0	0	0	5	2	3	0	0	0	10	14	0	0
otu10428	0	0	0	0	1	0	3	4	1	0	0	1	0
otu10430	0	0	0	8	0	0	0	0	0	0	1	0	3
otu10431	0	0	0	0	0	0	5	0	3	0	0	0	0
otu10432	0	0	0	0	0	0	6	1	7	0	0	0	0
otu10434	0	0	0	0	1	0	0	3	5	0	0	2	0
otu10435	0	0	0	0	0	0	0	5	7	0	0	0	0
otu10438	0	0	0	0	0	0	4	4	3	0	0	0	0
otu10448	4	0	1	0	0	0	0	1	4	0	6	1	0
otu10449	4	0	2	3	0	1	0	0	0	0	0	0	1
otu10451	0	0	0	0	0	0	0	0	0	4	1	0	6
otu10453	0	0	0	0	0	0	8	5	6	0	0	1	0
otu10454	4	0	2	0	0	0	3	3	0	0	0	2	0
otu10455	0	0	0	0	2	0	4	0	0	0	0	3	0
otu10461	1	2	0	5	1	0	0	4	2	0	2	2	0
otu10463	2	0	0	0	0	0	3	1	3	0	0	1	0
otu10465	1	0	0	6	1	0	3	2	4	0	0	2	1
otu10466	0	0	0	0	1	0	4	3	3	0	1	0	0
otu10467	0	0	0	0	0	0	0	5	4	0	0	0	0
otu10469	0	0	0	0	0	1	0	0	3	0	2	6	0
otu10471	0	0	3	0	0	0	0	0	0	0	0	1	4
otu10472	0	0	0	0	0	0	0	6	4	0	0	0	0
otu10473	0	0	0	1	2	0	0	0	5	0	0	7	0
otu10474	7	0	0	0	0	0	0	5	2	0	0	0	0
otu10475	0	0	0	0	6	0	0	0	0	0	2	4	0
otu10482	0	0	0	0	0	0	3	1	2	0	3	1	0
otu10485	0	0	0	0	0	3	0	0	0	0	0	7	0
otu10486	3	0	1	0	0	1	3	1	2	0	0	1	0
otu10487	0	0	0	0	0	0	4	6	5	0	0	0	0
otu10491	0	0	0	0	1	0	0	5	2	0	0	3	0
otu10492	1	4	0	0	1	4	0	0	0	0	0	0	0
otu10495	1	0	0	0	0	3	1	0	3	0	0	3	0
otu10497	0	0	0	0	0	0	7	1	16	0	0	0	0
otu10498	2	0	0	0	0	7	0	0	4	0	0	0	0
otu10499	0	0	0	0	4	8	0	0	0	0	0	0	0
otu10500	1	0	0	0	1	1	5	7	9	0	2	2	0
otu10502	0	0	0	4	0	0	0	0	0	6	1	0	0
otu10503	0	0	0	0	0	0	7	7	5	0	0	0	0
otu10504	0	0	0	7	0	0	0	0	0	4	0	0	0
otu10506	0	0	0	0	0	0	0	6	3	0	0	0	0
otu10507	0	4	0	0	0	6	0	0	0	0	0	0	0
otu10508	1	0	0	0	0	0	0	3	10	0	0	0	0
otu10510	0	0	0	0	0	0	5	1	6	0	0	2	0
otu10512	0	0	0	0	0	0	0	6	10	0	0	0	0
otu10516	3	0	0	0	0	4	0	0	0	0	0	3	0
otu10517	1	0	0	12	0	0	0	0	0	1	1	1	11
otu10520	0	0	0	3	0	0	0	0	4	0	2	0	0
otu10521	0	9	0	1	0	0	0	0	0	0	3	0	0
otu10522	3	0	8	0	0	0	0	0	0	0	1	0	0
otu10523	0	0	0	0	0	0	6	4	3	0	0	1	0
otu10524	0	0	0	0	0	0	4	2	4	0	0	0	0
otu10528	0	0	0	0	0	0	0	0	5	0	1	5	0
otu10533	7	0	0	1	0	0	0	0	2	0	0	0	3
otu10534	3	0	0	0	4	0	0	1	4	0	0	6	0
otu10535	0	0	0	0	0	0	0	3	5	0	0	0	0
otu10536	3	0	0	0	1	4	0	3	4	0	0	3	0
otu10541	0	0	0	6	0	0	0	0	0	0	4	0	0
otu10542	5	0	0	0	1	0	0	2	2	0	0	6	0
otu10545	0	0	0	0	0	0	2	4	5	0	0	0	0
otu10546	2	0	3	7	0	0	0	0	0	0	1	0	0
otu10554	0	0	0	0	0	0	0	5	8	0	1	5	0
otu10556	3	0	0	4	0	1	0	0	1	0	1	0	0
otu10557	0	3	0	0	0	6	0	0	0	0	0	0	0
otu10560	0	0	0	0	0	0	1	5	3	0	0	0	0
otu10561	0	0	0	0	0	0	0	3	9	0	0	0	0
otu10565	0	0	0	0	5	0	0	0	0	0	0	13	0
otu10566	0	6	0	1	0	4	0	0	0	0	0	0	0
otu10568	1	6	0	0	0	0	1	3	8	0	0	0	0
otu10571	0	1	0	1	0	0	3	3	3	0	0	1	1
otu10573	1	0	0	0	0	0	0	0	9	0	1	4	0
otu10574	0	0	0	3	0	0	0	0	0	0	0	0	5
otu10576	5	0	1	0	0	1	0	0	2	0	4	1	0
otu10577	3	0	0	1	0	0	3	2	3	0	1	1	0
otu10581	3	2	3	0	0	1	0	0	4	0	0	3	0
otu10582	0	0	1	0	0	2	0	0	3	0	0	3	0
otu10585	0	0	0	0	0	0	3	5	5	0	0	3	0
otu10586	0	0	0	0	2	1	1	1	2	0	5	4	0
otu10587	4	0	0	0	0	1	0	0	0	0	0	4	0
otu10588	0	0	0	0	0	0	4	12	7	0	0	0	1
otu10591	1	0	0	7	0	0	2	2	5	0	0	4	0
otu10592	0	0	0	0	0	0	2	1	3	0	0	5	0
otu10595	0	3	1	2	1	5	0	1	1	0	0	3	0
otu10598	0	0	0	5	0	1	0	0	0	0	3	0	0
otu10599	1	0	1	0	1	0	0	0	0	0	4	12	0
otu10601	1	0	0	0	0	0	0	2	0	1	6	6	0
otu10602	4	0	0	4	0	2	0	0	0	0	0	2	0
otu10603	0	0	0	0	0	0	1	2	5	0	1	4	0
otu10604	0	0	0	0	0	0	0	6	8	0	0	1	0
otu10612	0	0	0	0	0	0	0	4	4	0	0	1	0
otu10615	4	0	0	0	0	0	0	1	7	0	0	4	0
otu10616	0	0	0	0	0	0	0	4	4	0	0	2	0
otu10617	1	0	1	0	3	1	0	4	5	0	0	1	0
otu10621	0	3	0	0	1	6	0	0	0	0	0	0	0
otu10622	0	7	1	2	0	0	0	0	0	0	0	3	0
otu10624	0	0	0	0	0	0	1	16	6	0	0	0	0
otu10625	0	0	0	0	0	0	0	5	8	0	0	0	0
otu10629	2	0	0	0	3	0	0	0	1	0	0	5	0
otu10630	2	0	0	0	1	0	1	3	4	0	0	3	0
otu10634	0	0	0	0	0	0	4	4	9	0	0	1	0
otu10636	0	0	0	0	2	0	7	6	8	0	1	2	0
otu10638	0	0	0	6	0	0	0	0	0	4	0	0	0
otu10640	3	0	1	5	0	3	0	0	0	0	0	0	0
otu10641	0	0	0	0	8	7	0	0	0	0	0	3	0
otu10645	2	0	0	0	0	0	0	3	3	0	1	0	0
otu10646	0	0	0	0	0	0	1	5	0	0	0	3	0
otu10647	0	0	0	0	0	0	0	5	7	0	0	1	0
otu10648	1	0	0	0	0	2	3	2	2	0	0	5	0
otu10649	0	0	1	0	0	0	0	10	3	0	0	0	0
otu10656	1	0	0	0	1	1	2	1	3	0	0	3	0
otu10657	0	0	0	11	0	0	0	0	0	1	3	0	0
otu10659	1	0	1	0	1	0	2	5	6	0	0	2	0
otu10664	1	0	0	0	0	0	0	0	4	0	0	5	0
otu10666	1	0	0	0	2	0	0	0	7	0	0	3	0
otu10668	0	0	0	0	3	0	0	0	7	0	1	4	0
otu10671	0	0	0	0	0	0	3	5	5	0	0	0	0
otu10672	0	0	0	0	0	0	3	1	3	0	0	1	0
otu10675	4	0	0	0	0	1	1	2	4	0	0	2	0
otu10676	3	0	0	0	0	0	0	0	9	0	0	1	0
otu10679	0	0	0	4	0	0	0	0	0	4	3	0	2
otu10680	0	0	0	0	0	5	0	0	5	0	0	0	0
otu10682	1	0	0	0	1	0	0	0	3	0	2	6	0
otu10683	0	0	0	0	0	0	0	0	5	0	0	5	0
otu10684	3	0	1	0	0	0	0	0	2	0	0	5	0
otu10685	3	0	0	0	2	0	0	0	0	0	3	4	0
otu10691	0	0	0	0	1	0	0	5	7	0	0	0	0
otu10692	2	3	0	0	2	4	0	0	0	0	0	1	0
otu10693	5	0	0	0	1	1	0	1	6	0	0	0	0
otu10701	0	0	0	0	0	0	3	5	6	0	0	0	0
otu10704	1	0	0	0	3	4	0	0	0	0	0	5	0
otu10706	1	0	0	0	0	0	0	4	5	0	0	4	0
otu10707	0	0	0	0	0	0	7	0	3	0	0	0	0
otu10709	3	3	0	0	0	1	0	0	3	1	0	2	0
otu10710	3	0	0	2	1	2	0	0	0	0	4	3	0
otu10711	0	0	0	3	0	0	0	0	0	1	4	0	2
otu10718	1	0	0	1	0	0	0	0	0	0	2	4	3
otu10719	4	0	0	1	0	1	2	0	5	0	1	8	0
otu10721	0	0	0	0	0	0	0	20	7	0	0	0	0
otu10722	0	0	0	0	0	0	6	3	1	0	0	0	0
otu10723	0	0	0	0	0	0	0	9	2	0	0	9	0
otu10724	1	0	0	0	0	0	0	19	4	0	1	3	0
otu10728	2	3	0	9	0	0	0	0	0	0	1	0	2
otu10733	0	0	0	0	0	0	11	9	0	0	0	0	0
otu10734	0	0	0	0	0	4	0	0	4	0	0	0	0
otu10740	0	0	0	0	0	0	11	5	14	0	0	0	0
otu10741	0	0	0	0	0	0	4	11	5	0	0	1	0
otu10742	0	0	2	0	6	0	0	0	1	0	0	7	0
otu10743	1	0	0	0	0	1	0	0	8	0	0	3	0
otu10744	1	0	0	0	0	3	1	0	2	0	3	3	1
otu10745	0	0	0	0	0	0	0	3	7	0	0	0	0
otu10746	0	0	0	0	1	0	5	0	7	0	1	2	0
otu10748	3	0	0	1	0	0	0	0	2	0	0	3	0
otu10752	0	0	0	0	0	0	4	1	6	0	0	0	0
otu10753	4	0	0	0	3	0	0	0	0	0	0	7	0
otu10760	0	0	0	0	0	0	0	4	1	0	0	4	0
otu10761	4	0	0	0	0	0	0	4	6	0	1	4	0
otu10763	2	0	0	0	0	6	0	0	3	0	0	7	0
otu10764	0	0	0	0	3	3	0	0	0	0	0	3	0
otu10767	0	1	0	0	0	0	0	4	7	0	0	1	0
otu10771	0	0	0	0	0	0	3	4	6	0	0	0	0
otu10774	4	0	1	0	0	0	1	5	4	0	0	8	0
otu10776	3	0	0	0	7	0	0	0	0	0	0	0	0
otu10778	0	0	0	0	0	0	0	4	6	0	0	0	0
otu10780	3	3	0	1	1	3	0	1	0	0	0	0	0
otu10783	0	0	0	0	0	0	4	7	6	0	1	3	0
otu10784	0	0	0	6	0	0	0	0	0	3	2	0	0
otu10786	4	0	0	3	0	0	0	0	2	0	0	2	0
otu10788	3	0	0	0	3	2	0	0	5	0	1	2	0
otu10789	0	0	0	0	0	0	3	0	5	0	0	0	0
otu10790	0	0	0	0	0	0	3	1	7	0	0	3	0
otu10791	0	0	0	0	0	0	4	3	5	0	0	0	0
otu10793	3	4	1	0	0	1	0	0	0	0	0	0	0
otu10794	4	0	0	0	0	0	0	0	6	0	0	0	0
otu10796	0	0	0	0	0	0	3	3	6	0	0	1	0
otu10798	0	0	0	0	0	0	0	6	4	0	0	1	0
otu10800	1	0	0	0	3	1	0	0	0	0	0	5	0
otu10801	0	0	0	4	0	0	0	0	0	4	0	0	1
otu10806	0	0	0	0	3	0	1	3	8	0	0	3	0
otu10811	0	0	0	0	0	1	4	5	5	0	0	1	0
otu10814	0	0	0	0	0	0	9	3	2	0	0	0	0
otu10820	0	0	0	0	0	0	0	9	8	0	0	0	0
otu10831	1	3	0	4	0	1	0	0	0	0	0	1	0
otu10832	1	0	0	7	3	0	0	0	0	0	0	0	0
otu10833	0	0	0	0	2	1	5	3	0	0	0	0	0
otu10834	1	0	0	0	0	0	3	0	3	0	0	1	0
otu10835	0	0	1	0	0	0	3	0	3	0	0	2	0
otu10836	0	0	0	3	2	9	0	2	1	0	0	2	0
otu10838	0	0	0	0	2	0	0	0	3	0	3	2	0
otu10839	4	0	0	3	0	1	0	1	4	0	0	1	0
otu10841	0	0	0	0	0	0	5	6	7	0	0	1	0
otu10843	0	0	0	0	0	0	3	2	7	0	0	0	0
otu10845	1	0	0	1	0	1	1	5	8	0	3	1	0
otu10852	3	1	0	1	0	0	0	0	3	0	0	1	0
otu10853	0	0	0	3	0	2	1	1	0	0	3	0	0
otu10855	0	0	0	0	0	0	6	3	3	0	0	1	0
otu10861	0	1	0	1	0	2	2	3	2	0	2	4	0
otu10863	0	0	0	0	0	1	3	1	6	0	0	1	0
otu10864	2	2	0	0	0	0	1	0	4	0	0	3	0
otu10867	0	0	0	0	0	3	1	2	22	0	0	2	0
otu10869	2	0	0	0	0	0	4	3	4	0	3	7	0
otu10873	0	0	0	7	0	0	0	0	0	1	3	0	0
otu10874	2	1	0	4	1	3	0	1	1	0	1	1	0
otu10875	0	0	0	0	2	0	0	0	9	0	0	5	0
otu10876	2	0	0	9	0	1	0	0	5	0	0	1	0
otu10878	4	0	4	0	0	1	1	2	0	0	0	0	0
otu10881	0	0	0	0	0	0	7	6	1	0	1	0	0
otu10885	4	0	1	2	0	2	0	0	4	0	4	4	0
otu10886	0	0	0	0	3	5	0	0	0	0	1	1	0
otu10887	0	0	0	0	2	7	1	0	0	0	0	3	0
otu10888	0	0	2	2	1	3	0	0	3	0	1	3	0
otu10891	4	0	1	0	0	1	0	0	0	0	5	0	0
otu10899	2	1	0	3	0	3	0	0	2	0	0	1	0
otu10900	0	0	0	3	0	0	0	0	0	6	1	0	1
otu10902	1	0	0	1	0	0	15	4	2	0	0	0	0
otu10904	0	0	0	5	0	0	0	0	1	0	0	0	3
otu10908	1	1	0	0	0	0	0	1	4	0	3	2	0
otu10911	0	0	1	6	0	0	0	0	0	0	1	0	3
otu10912	6	0	2	0	0	0	0	1	6	0	0	1	0
otu10914	0	0	0	8	0	4	0	0	0	0	0	0	0
otu10916	1	0	0	2	0	4	0	0	0	0	6	0	1
otu10917	0	0	0	0	0	0	0	3	6	0	0	1	0
otu10918	0	0	0	0	0	0	0	3	7	0	0	1	0
otu10919	0	0	4	4	0	0	0	0	0	0	2	0	0
otu10921	0	0	0	3	0	1	0	0	3	1	0	1	0
otu10922	3	0	0	0	4	2	0	0	0	0	0	1	0
otu10923	2	0	1	0	2	1	0	3	8	0	2	8	0
otu10927	5	0	0	0	1	0	0	0	0	0	1	9	0
otu10928	5	0	0	1	1	2	1	1	1	0	4	1	0
otu10929	0	0	0	0	0	2	0	3	3	0	2	5	0
otu10931	0	0	0	0	0	0	6	9	4	0	0	2	0
otu10933	0	0	0	0	0	0	4	6	7	0	0	1	0
otu10934	0	0	0	0	0	0	1	7	3	0	0	1	0
otu10935	0	0	0	0	0	0	4	1	3	0	1	0	0
otu10938	0	0	0	0	0	0	1	5	3	0	0	0	0
otu10940	3	1	1	3	0	4	1	1	1	0	0	4	0
otu10941	1	0	0	4	0	0	0	0	0	0	2	0	15
otu10948	0	0	10	0	0	0	0	0	0	0	0	0	3
otu10950	0	0	1	0	0	0	0	3	1	0	7	1	0
otu10951	4	0	0	0	1	6	0	0	2	0	0	0	0
otu10952	0	4	0	1	0	6	0	0	0	0	0	0	0
otu10953	0	0	0	0	4	1	0	0	4	0	0	5	0
otu10956	0	0	0	0	0	0	0	3	11	0	0	4	0
otu10957	5	0	9	0	0	0	0	0	0	0	0	0	0
otu10962	0	0	0	0	2	1	1	3	9	0	1	0	0
otu10963	3	5	0	0	0	0	0	0	0	2	1	0	0
otu10965	0	0	0	2	0	1	2	4	7	0	1	5	0
otu10969	2	0	0	0	4	3	0	0	0	0	0	0	0
otu10974	8	0	0	0	0	0	0	0	0	0	0	4	0
otu10975	0	0	0	0	0	0	0	4	6	0	1	2	0
otu10976	0	0	0	0	0	0	6	3	0	0	0	0	0
otu10983	0	0	0	0	0	0	0	4	7	0	0	1	0
otu10984	0	3	0	8	0	0	0	0	0	0	0	0	1
otu10985	1	0	2	0	5	4	0	0	3	0	0	3	0
otu10986	2	0	0	1	1	1	4	3	8	0	0	1	0
otu10987	0	0	0	0	0	0	7	7	2	0	0	1	0
otu10989	0	0	0	5	1	3	0	0	0	0	4	0	0
otu10990	0	0	0	0	0	0	0	7	4	0	0	0	0
otu10992	0	0	0	11	0	0	0	0	0	0	3	0	1
otu10993	0	0	0	1	0	0	1	7	3	0	1	1	0
otu10994	4	0	1	5	1	2	0	0	0	0	1	0	0
otu10995	8	0	0	0	0	0	0	0	12	0	0	5	0
otu10997	0	0	0	0	0	0	5	0	4	0	0	5	0
otu10999	0	0	0	1	3	0	0	0	9	0	0	2	0
otu11000	4	0	0	0	1	0	0	0	5	0	2	0	0
otu11002	0	0	0	0	0	0	1	5	9	0	0	0	0
otu11003	0	3	1	7	1	2	0	0	0	0	1	0	0
otu11007	2	0	2	1	3	1	0	0	0	0	0	3	0
otu11008	0	0	0	0	5	0	0	0	0	0	1	4	0
otu11011	0	0	0	0	0	0	3	3	3	0	0	0	0
otu11017	0	0	0	0	0	0	5	8	0	0	0	0	0
otu11018	2	1	0	0	0	4	0	0	4	0	0	1	0
otu11019	3	0	0	0	0	2	0	0	5	0	0	1	0
otu11020	0	0	0	0	0	1	6	3	0	0	0	0	0
otu11023	0	0	0	0	0	0	3	3	3	0	0	1	0
otu11025	1	0	0	1	0	2	0	3	3	0	0	0	0
otu11026	0	0	0	0	0	0	3	2	3	0	0	1	0
otu11027	4	0	2	6	0	0	0	1	1	0	0	2	0
otu11030	0	0	0	0	0	0	4	6	1	0	0	0	0
otu11031	1	0	0	0	2	3	0	2	0	0	2	4	0
otu11032	1	1	0	3	0	5	0	0	0	0	0	0	0
otu11037	3	2	0	7	0	0	0	0	0	0	0	0	0
otu11038	0	0	0	0	0	0	0	2	8	0	0	6	0
otu11042	0	0	0	6	0	0	0	0	0	3	2	0	0
otu11044	0	0	0	0	0	0	0	4	5	0	0	3	0
otu11049	0	0	0	0	0	0	7	4	2	0	0	0	0
otu11052	1	0	0	1	0	0	4	3	3	0	0	3	0
otu11054	3	0	0	0	0	0	0	2	2	0	4	4	0
otu11055	0	0	0	3	2	5	0	0	0	0	0	0	0
otu11059	0	0	0	0	0	0	0	3	10	0	0	0	0
otu11061	2	0	0	0	1	0	7	5	5	0	0	4	0
otu11063	1	0	0	0	0	0	4	4	0	0	0	1	0
otu11064	0	0	0	10	0	0	1	0	2	0	0	4	2
otu11065	3	9	0	5	0	3	0	0	0	0	0	0	4
otu11066	0	0	1	3	0	2	0	4	4	0	2	0	1
otu11077	0	0	0	0	0	0	2	1	4	0	0	3	0
otu11079	0	0	0	0	1	0	0	0	3	0	0	6	0
otu11080	1	0	2	3	1	4	0	2	0	0	0	2	0
otu11084	0	0	0	0	1	4	0	1	4	0	0	0	0
otu11086	0	0	0	0	0	1	1	3	3	0	0	0	0
otu11089	0	0	0	0	0	0	2	11	12	0	0	4	0
otu11091	2	0	0	0	8	0	0	0	2	0	0	6	0
otu11092	0	0	0	0	0	0	0	4	6	0	0	0	0
otu11093	0	6	0	1	3	6	0	0	0	0	1	2	0
otu11096	0	0	0	0	0	0	2	0	3	0	1	8	0
otu11098	1	0	0	0	0	4	0	0	5	0	0	2	0
otu11099	6	0	4	0	0	0	1	0	3	0	0	2	0
otu11100	0	0	0	0	0	0	5	1	4	0	0	2	0
otu11101	5	0	0	0	0	0	0	0	0	0	2	5	0
otu11102	3	0	0	0	1	1	0	0	0	0	3	4	0
otu11105	3	0	0	2	0	0	0	0	0	0	0	0	4
otu11106	0	0	0	0	0	1	3	3	3	0	0	0	0
otu11109	3	0	1	0	8	0	1	1	0	0	1	1	0
otu11112	0	0	0	0	0	0	3	5	7	0	0	0	0
otu11114	8	7	4	0	0	0	0	0	0	1	0	0	1
otu11116	0	0	0	0	0	0	3	8	8	0	0	0	0
otu11117	1	0	0	0	0	0	1	7	12	0	0	0	0
otu11124	1	0	0	0	0	0	0	11	3	0	0	1	0
otu11125	0	0	0	1	0	0	0	6	0	0	0	3	0
otu11127	0	0	0	0	0	0	0	5	5	0	0	0	0
otu11129	0	0	0	0	1	0	0	2	4	0	0	6	0
otu11132	0	0	0	0	0	0	3	3	5	0	0	0	0
otu11134	1	0	0	0	0	0	2	3	7	0	0	1	0
otu11135	1	1	1	3	0	0	2	3	7	0	1	4	0
otu11137	1	0	1	6	0	0	0	0	0	0	0	3	0
otu11138	0	0	0	0	2	0	3	8	0	0	1	3	0
otu11139	0	0	0	0	1	0	0	1	4	0	0	5	0
otu11140	8	1	0	0	0	6	5	0	1	0	1	6	0
otu11144	3	0	0	0	1	0	2	5	4	0	0	1	0
otu11145	4	0	0	0	0	3	0	1	1	0	0	1	0
otu11150	0	0	1	1	0	0	0	3	3	0	0	5	0
otu11152	0	0	0	0	0	0	3	6	1	0	0	0	0
otu11154	3	0	0	0	1	3	0	1	2	0	0	3	0
otu11155	1	0	1	0	0	3	0	1	3	0	0	1	0
otu11157	5	1	0	0	0	4	0	0	0	0	0	0	0
otu11158	3	0	6	0	0	0	0	0	0	0	1	0	0
otu11161	4	0	0	3	0	0	0	0	0	0	0	0	0
otu11163	1	0	0	3	1	0	0	0	1	0	3	6	0
otu11165	3	0	0	1	0	0	0	2	4	0	1	1	0
otu11167	0	0	0	0	0	0	0	6	6	0	0	0	0
otu11168	0	0	0	0	0	0	0	3	5	0	0	1	0
otu11170	0	0	0	0	0	0	4	0	1	0	3	0	1
otu11176	0	0	0	3	0	0	0	0	0	6	2	0	0
otu11177	0	0	0	0	0	0	6	2	3	0	0	0	0
otu11179	1	0	1	0	0	0	10	0	5	0	2	5	0
otu11182	0	0	0	4	0	0	0	0	0	0	0	0	3
otu11183	1	0	0	0	0	1	3	2	5	0	0	3	0
otu11184	0	0	0	0	0	0	4	2	6	0	0	2	0
otu11185	0	0	0	0	0	0	0	3	6	0	0	0	0
otu11186	1	0	0	0	0	0	0	0	3	0	0	5	0
otu11190	0	4	0	0	0	6	0	0	0	0	0	0	0
otu11192	4	0	4	0	1	1	0	0	0	0	0	1	0
otu11195	3	0	0	1	0	3	0	0	0	0	0	1	0
otu11199	0	1	1	6	2	3	0	1	7	0	1	1	0
otu11200	0	0	0	0	2	1	4	5	4	0	1	4	0
otu11203	1	1	3	8	3	1	0	1	1	0	0	0	0
otu11210	4	0	0	0	0	0	4	1	0	0	0	0	0
otu11216	0	0	0	5	0	0	0	0	6	0	0	0	0
otu11219	0	0	1	1	0	1	2	3	3	0	1	3	0
otu11222	0	0	0	3	0	0	0	0	0	0	0	7	0
otu11227	0	0	1	0	3	1	0	0	0	0	2	3	1
otu11228	1	0	0	0	1	0	3	6	3	0	2	4	0
otu11229	4	0	0	1	0	1	1	0	0	0	7	0	0
otu11238	3	0	0	0	1	0	2	1	5	1	3	4	0
otu11239	0	0	0	0	0	0	4	2	3	0	0	0	0
otu11244	3	0	0	0	0	0	0	0	0	0	1	5	0
otu11248	7	3	2	0	0	0	0	0	0	0	0	0	0
otu11250	0	0	0	0	6	3	0	0	0	0	0	0	0
otu11251	0	0	0	0	0	0	3	12	2	0	0	0	0
otu11257	0	0	0	3	1	0	0	1	9	0	0	0	0
otu11258	0	0	0	0	0	0	0	4	4	0	0	0	0
otu11262	0	0	0	0	0	0	2	3	4	0	0	0	0
otu11266	0	0	0	3	0	0	0	0	0	0	3	0	3
otu11267	3	0	0	0	0	0	0	0	0	0	0	4	0
otu11268	0	0	0	0	1	0	0	7	1	0	0	4	0
otu11269	0	0	0	0	3	4	0	0	0	0	0	0	0
otu11271	0	0	0	0	0	0	1	3	3	0	0	0	0
otu11273	1	0	0	0	1	0	0	3	13	0	0	2	0
otu11276	3	0	1	0	0	6	0	0	0	0	5	2	0
otu11279	3	0	0	0	0	1	0	0	4	0	1	0	0
otu11280	0	0	0	0	4	0	0	0	0	0	0	5	0
otu11284	1	0	0	0	0	2	0	0	0	0	3	3	0
otu11289	0	0	0	0	0	0	3	1	5	0	0	0	0
otu11296	0	0	0	0	0	0	1	1	7	0	2	5	0
otu11297	3	0	0	0	0	0	0	0	0	0	1	1	3
otu11298	0	0	0	0	0	4	0	0	9	0	0	0	0
otu11300	0	0	0	8	0	0	0	0	0	0	0	0	6
otu11301	0	0	0	0	1	3	0	0	6	0	0	0	0
otu11302	0	0	0	5	0	0	0	0	0	0	5	0	0
otu11303	1	0	2	0	0	0	7	2	4	0	0	3	0
otu11306	1	0	2	6	2	3	0	0	0	1	4	0	0
otu11307	1	0	0	0	0	0	0	6	3	0	0	0	0
otu11308	6	0	2	0	0	0	0	0	1	0	4	0	0
otu11310	4	0	0	0	0	0	0	0	0	0	0	12	0
otu11311	0	0	0	0	0	0	0	3	4	0	0	0	0
otu11312	3	1	0	0	2	3	0	0	0	0	0	0	0
otu11317	4	0	3	0	0	2	0	0	0	0	0	0	0
otu11320	3	0	3	0	0	0	0	0	0	0	0	4	0
otu11321	1	0	0	0	0	0	0	1	9	0	0	5	0
otu11324	0	0	0	2	1	0	0	8	10	0	1	1	0
otu11327	0	0	0	0	1	0	0	0	4	0	0	3	0
otu11328	0	0	0	0	0	1	0	6	5	0	0	1	0
otu11329	0	0	0	0	0	0	0	3	2	0	1	1	3
otu11330	0	0	0	0	1	0	4	1	6	0	0	0	0
otu11331	3	0	0	0	1	0	0	0	0	0	0	3	0
otu11335	0	0	0	0	0	0	3	3	2	0	0	0	0
otu11337	0	0	0	5	0	0	0	0	0	0	0	0	5
otu11339	0	0	1	0	0	0	1	0	6	0	0	5	0
otu11341	0	0	0	0	0	3	1	4	3	0	0	0	0
otu11348	0	0	0	0	0	0	1	1	3	0	1	4	0
otu11350	2	0	2	0	0	3	0	0	0	0	0	3	0
otu11351	0	0	1	0	0	0	0	12	0	0	3	4	0
otu11354	0	0	0	0	1	3	0	0	0	0	0	13	0
otu11356	0	0	5	3	0	0	0	0	0	1	4	0	6
otu11361	0	0	0	0	3	4	4	2	5	0	0	0	0
otu11362	0	0	0	0	0	0	1	1	4	0	0	3	0
otu11364	3	0	0	1	1	0	2	1	3	0	1	2	0
otu11368	0	0	0	0	0	0	4	3	2	0	0	2	0
otu11371	4	0	3	0	0	1	0	0	0	0	0	0	0
otu11372	0	0	5	0	0	0	0	0	0	0	0	3	5
otu11374	0	0	0	0	1	0	9	2	5	0	0	1	0
otu11376	1	0	0	4	0	8	0	0	0	0	1	0	0
