S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu11379	0	0	3	13	0	1	0	0	0	0	0	0	0
otu11382	0	0	0	0	0	0	0	3	5	0	0	1	0
otu11383	1	0	0	0	0	0	1	7	6	0	0	1	0
otu11389	5	3	1	0	2	1	8	5	4	0	0	9	0
otu11391	0	0	0	0	0	0	0	0	3	0	2	15	0
otu11394	0	0	0	0	0	0	5	3	0	0	0	0	0
otu11396	3	0	0	0	1	2	0	0	7	0	0	0	0
otu11398	7	1	0	0	2	6	0	0	2	0	0	1	0
otu11399	0	0	0	0	0	0	0	1	8	0	0	3	0
otu11400	0	0	0	0	3	3	0	0	1	0	0	3	0
otu11405	0	0	0	0	0	0	3	7	2	0	0	0	0
otu11409	4	0	0	0	0	0	2	2	3	0	0	6	0
otu11412	2	0	0	0	3	7	0	0	0	0	0	0	0
otu11415	0	0	0	0	0	0	1	2	10	0	0	13	0
otu11416	0	0	0	6	0	0	0	0	0	3	0	0	0
otu11419	0	0	0	0	0	5	1	1	5	0	0	2	0
otu11420	0	0	0	0	0	0	1	5	6	0	0	0	0
otu11421	1	0	0	0	1	0	0	2	5	0	0	3	0
otu11422	3	0	1	0	0	0	0	0	5	0	0	2	0
otu11424	0	0	0	0	2	1	4	6	6	0	0	7	0
otu11425	0	4	0	0	2	3	0	0	0	0	0	1	0
otu11426	4	0	0	0	0	1	0	0	0	0	3	0	0
otu11428	0	0	1	1	1	0	7	2	4	0	0	2	0
otu11431	1	0	1	0	0	0	5	0	4	0	1	2	0
otu11432	0	0	0	0	0	0	0	5	5	0	0	0	0
otu11435	0	0	0	0	0	0	0	3	1	0	0	3	0
otu11437	2	0	0	0	1	0	0	4	11	0	0	3	0
otu11438	3	0	0	0	0	0	0	0	6	0	2	6	0
otu11440	3	0	0	0	0	0	4	1	10	0	0	4	0
otu11441	1	0	0	0	0	0	3	3	2	0	0	2	0
otu11442	0	0	0	0	1	3	2	4	3	0	0	0	0
otu11444	0	1	0	0	0	0	8	3	1	0	0	7	0
otu11447	0	0	0	0	0	0	0	1	4	0	0	4	0
otu11450	1	0	0	0	1	0	6	5	3	0	0	3	1
otu11451	0	0	1	0	0	3	0	0	0	0	0	5	0
otu11453	10	1	0	0	1	0	2	4	4	0	0	1	0
otu11460	3	0	0	0	0	2	0	4	2	0	2	3	0
otu11461	0	0	1	0	0	0	1	3	1	0	1	3	0
otu11464	0	0	0	0	0	0	1	4	5	0	0	0	0
otu11465	0	0	0	0	0	0	0	3	5	0	2	2	0
otu11467	0	0	0	0	0	1	0	5	4	0	0	0	0
otu11468	3	0	1	0	0	3	0	0	0	0	0	0	0
otu11469	3	0	0	0	0	0	0	0	7	0	0	0	0
otu11475	0	0	0	1	0	0	0	0	0	0	3	8	0
otu11476	0	0	0	0	0	0	3	2	7	0	0	0	0
otu11477	0	0	0	0	0	0	5	4	0	0	1	0	0
otu11478	3	1	0	0	0	1	3	0	3	0	0	0	0
otu11479	2	0	1	0	0	0	0	7	4	0	0	0	0
otu11480	0	0	0	7	0	0	0	0	0	4	0	0	2
otu11482	3	0	0	2	0	0	0	0	1	0	4	2	0
otu11485	0	3	0	0	0	4	0	0	0	0	0	0	0
otu11487	0	0	0	7	0	1	0	0	0	0	0	4	0
otu11494	0	6	2	6	0	3	0	0	0	0	0	0	0
otu11499	0	0	0	0	0	0	0	15	5	0	0	0	0
otu11500	2	0	0	0	1	13	0	4	5	0	0	0	0
otu11501	0	0	0	0	0	0	4	2	4	0	0	1	0
otu11502	0	0	0	0	3	3	0	3	0	0	0	2	0
otu11508	1	0	0	0	2	0	0	3	5	0	0	5	0
otu11509	2	0	0	0	2	0	0	0	5	0	0	7	0
otu11513	0	0	0	0	0	0	1	5	9	0	0	1	0
otu11515	0	0	0	0	0	0	3	4	3	0	0	0	0
otu11521	0	0	0	0	0	0	5	3	3	0	0	0	0
otu11522	3	0	0	0	0	1	0	0	0	0	1	3	0
otu11524	0	0	0	0	0	0	4	0	3	0	0	2	0
otu11527	5	0	0	0	0	0	0	6	0	0	0	0	0
otu11532	3	0	0	1	5	5	0	0	0	0	0	0	0
otu11533	0	0	0	1	0	0	1	2	3	0	0	4	0
otu11535	2	0	1	6	0	4	0	0	0	0	0	1	2
otu11536	0	0	0	0	3	7	1	0	0	0	0	0	0
otu11537	8	0	0	0	0	0	1	0	1	0	0	3	0
otu11542	2	0	0	0	2	3	0	0	6	0	0	0	0
otu11544	0	2	0	0	8	3	0	0	2	0	0	1	0
otu11547	4	0	0	0	0	1	4	5	5	0	0	8	0
otu11548	1	0	0	7	0	0	0	0	0	2	2	0	3
otu11549	0	0	0	0	0	0	1	5	4	0	0	0	0
otu11550	18	0	0	0	1	10	0	0	0	0	0	0	0
otu11551	3	1	0	2	0	0	3	0	3	0	1	0	0
otu11553	0	0	0	0	0	0	3	2	5	0	0	0	0
otu11555	0	0	0	0	0	0	0	5	4	0	0	0	0
otu11556	0	0	0	0	0	0	5	8	0	0	0	0	0
otu11562	1	0	0	1	0	3	2	5	5	0	0	4	0
otu11563	5	0	1	1	0	0	0	0	2	0	1	4	0
otu11564	0	0	1	0	0	0	2	3	3	0	2	1	0
otu11565	0	0	6	0	0	0	0	0	0	6	5	0	0
otu11569	1	0	0	0	0	0	0	3	2	0	0	3	0
otu11573	0	0	0	0	3	1	0	0	5	0	0	3	0
otu11579	0	0	1	0	0	4	0	0	0	0	0	10	0
otu11580	0	0	0	0	0	0	0	3	4	0	0	0	0
otu11584	6	0	0	0	1	1	0	0	12	0	0	2	0
otu11588	1	0	0	0	0	0	0	0	0	1	5	0	5
otu11594	0	0	0	0	0	3	0	0	7	0	0	0	0
otu11597	0	0	0	0	0	0	2	8	5	0	0	0	0
otu11598	2	4	0	0	0	3	0	0	0	0	0	2	0
otu11599	3	0	0	0	0	0	0	0	0	0	2	0	3
otu11600	1	0	0	0	0	0	0	5	8	0	1	3	0
otu11601	0	0	0	0	0	0	5	4	3	0	0	0	0
otu11606	6	0	0	2	0	3	1	1	4	0	1	3	0
otu11610	0	0	0	0	1	0	0	1	7	0	0	4	0
otu11611	2	0	0	1	1	0	0	1	1	0	5	3	0
otu11612	1	2	0	2	1	0	2	5	5	0	5	2	1
otu11613	0	0	0	0	0	0	3	9	5	0	0	0	0
otu11614	0	3	0	5	0	0	0	0	0	0	0	1	0
otu11615	5	0	3	0	1	0	6	1	0	0	0	3	0
otu11619	3	0	1	2	0	1	0	0	0	0	0	3	0
otu11620	0	0	0	3	0	0	0	0	0	0	4	0	0
otu11622	0	0	0	0	0	0	4	4	5	0	0	1	0
otu11623	0	5	2	0	0	0	0	0	0	0	0	5	5
otu11626	1	0	0	0	1	2	7	1	3	0	1	4	0
otu11633	0	0	0	0	2	0	0	0	3	0	0	4	0
otu11640	2	0	0	0	0	4	8	2	1	0	0	0	0
otu11642	3	0	0	4	0	0	0	0	0	0	0	1	0
otu11643	0	5	0	0	0	6	0	0	0	0	0	0	0
otu11644	0	0	0	3	0	0	0	0	0	4	0	0	1
otu11646	4	0	0	0	0	0	0	0	5	0	0	1	0
otu11654	1	0	1	0	0	0	1	0	3	0	1	0	6
otu11664	0	0	1	3	0	1	0	0	0	0	0	3	0
otu11668	4	0	0	0	0	0	1	1	3	0	0	0	0
otu11670	2	2	0	0	0	0	0	0	3	0	3	0	0
otu11671	0	0	0	0	0	0	0	0	3	0	0	11	0
otu11672	0	0	0	1	3	0	0	4	3	0	0	5	0
otu11676	4	1	0	0	0	3	0	0	0	0	1	0	0
otu11677	0	0	0	0	0	0	0	1	5	0	0	3	0
otu11681	0	0	0	1	0	0	0	0	0	0	7	3	0
otu11683	0	0	0	2	0	0	3	0	9	0	0	0	0
otu11684	2	0	1	0	1	0	0	0	5	0	0	3	0
otu11687	0	0	0	0	2	1	0	2	9	0	0	6	0
otu11693	0	0	0	0	0	8	0	0	5	0	0	0	0
otu11698	3	0	0	0	0	0	0	0	1	0	0	5	0
otu11700	0	0	1	0	0	0	0	4	5	0	0	0	0
otu11702	8	5	1	0	0	6	0	0	2	0	0	0	0
otu11704	0	0	0	5	0	0	0	0	0	0	0	0	6
otu11705	3	0	0	0	0	0	0	0	0	0	4	2	0
otu11709	0	0	0	0	0	0	1	8	7	0	0	0	0
otu11710	0	0	0	0	0	0	2	6	9	0	0	1	0
otu11712	3	0	8	0	0	0	0	1	0	0	2	4	0
otu11713	2	0	1	1	1	3	0	0	3	0	0	1	0
otu11714	0	0	0	0	0	0	3	5	3	0	0	0	0
otu11715	1	0	0	0	0	5	0	1	4	0	0	0	0
otu11716	0	0	1	6	0	0	0	0	0	0	0	0	4
otu11719	3	0	0	0	2	0	0	1	2	0	0	6	0
otu11720	6	0	0	0	0	0	0	8	1	0	0	0	0
otu11721	1	1	0	0	0	0	0	5	1	0	0	4	0
otu11723	0	0	0	3	0	0	0	0	0	0	5	0	1
otu11728	0	0	0	0	3	4	0	1	0	0	0	0	0
otu11729	0	0	0	1	4	1	0	0	8	0	2	5	0
otu11731	4	1	0	0	0	1	0	2	9	0	0	0	0
otu11733	0	0	1	3	0	3	0	0	3	0	0	0	0
otu11739	4	0	5	4	0	0	0	0	1	0	1	5	0
otu11744	3	0	0	0	0	0	0	0	3	0	0	2	0
otu11746	0	0	0	0	3	4	0	0	0	0	0	2	0
otu11747	1	0	0	1	4	2	0	3	7	0	0	2	0
otu11753	1	0	1	0	2	3	7	2	5	0	0	0	0
otu11754	0	0	0	0	0	0	2	4	6	0	0	1	0
otu11759	0	1	0	0	0	2	0	0	2	0	3	4	0
otu11760	5	0	0	0	0	1	0	3	1	0	0	0	0
otu11761	3	0	2	1	3	2	0	0	1	0	0	2	0
otu11763	6	0	0	0	0	0	0	0	4	0	0	1	0
otu11766	0	0	0	0	0	0	3	8	1	0	0	0	0
otu11767	0	0	0	0	5	0	0	0	5	0	0	0	0
otu11768	0	0	0	0	0	0	0	5	4	0	0	1	0
otu11770	0	0	1	0	2	1	0	0	0	0	6	5	0
otu11774	1	0	3	2	0	0	1	0	0	0	1	8	2
otu11776	0	0	0	0	0	0	4	2	3	0	0	1	0
otu11777	0	0	0	0	0	0	6	0	4	0	0	0	0
otu11780	3	0	0	0	2	1	2	0	6	0	0	1	0
otu11787	0	0	0	0	0	0	0	6	14	0	0	0	0
otu11788	0	0	2	3	1	2	0	0	0	0	3	0	0
otu11791	0	0	1	0	1	3	0	0	0	0	5	1	1
otu11792	5	0	0	0	5	1	0	0	0	0	0	0	0
otu11793	3	0	0	0	2	0	0	0	0	0	0	6	0
otu11795	3	0	0	0	3	2	0	0	0	0	0	0	0
otu11796	0	0	0	0	5	4	0	0	0	0	0	0	0
otu11798	1	0	3	0	0	0	0	0	0	0	0	4	0
otu11800	0	0	0	0	0	0	0	9	8	0	0	0	0
otu11807	2	0	0	0	1	5	2	7	5	0	0	2	0
otu11810	1	0	0	0	0	1	3	1	6	0	0	0	0
otu11812	0	0	0	3	0	0	0	0	0	7	1	0	0
otu11819	3	0	0	0	0	0	2	3	6	0	0	3	0
otu11824	4	4	0	0	0	0	0	0	0	0	0	0	0
otu11825	1	0	0	0	3	1	0	0	0	0	0	4	0
otu11831	0	0	0	0	5	3	0	0	0	0	0	2	0
otu11832	0	0	0	0	0	0	0	0	6	0	0	3	0
otu11834	1	0	1	0	0	1	1	3	8	0	0	4	0
otu11835	0	0	0	0	0	0	5	3	2	0	0	1	0
otu11840	0	3	0	0	7	7	0	6	3	0	0	0	0
otu11844	0	0	0	0	0	0	5	3	1	0	1	1	0
otu11845	0	0	0	3	0	0	0	0	0	0	2	0	3
otu11847	0	0	0	0	0	0	0	3	2	0	0	5	0
otu11848	0	0	1	0	0	0	0	2	4	0	0	4	0
otu11853	0	0	0	0	3	0	1	1	3	0	0	7	0
otu11854	1	0	0	0	0	0	3	1	3	0	1	1	0
otu11855	0	0	0	0	0	0	4	5	0	0	0	0	0
otu11857	0	0	0	0	0	5	0	0	4	0	0	0	0
otu11858	0	0	0	0	1	0	0	6	5	0	0	3	0
otu11859	0	0	0	0	0	0	0	3	9	0	0	0	0
otu11863	0	0	0	0	0	0	10	8	10	0	0	0	0
otu11864	1	0	0	0	0	0	3	2	5	0	0	0	0
otu11867	5	0	0	0	0	0	2	6	5	0	0	8	0
otu11871	2	1	0	0	0	1	1	3	2	0	2	3	0
otu11873	0	0	0	0	0	0	3	1	3	0	0	1	0
otu11876	0	0	0	0	0	1	0	2	3	0	0	4	0
otu11878	0	0	0	0	0	0	0	1	11	0	0	3	0
otu11883	0	0	0	0	0	2	4	0	7	0	0	2	0
otu11891	0	0	0	0	0	0	3	4	0	0	0	0	0
otu11894	0	0	0	0	0	0	6	3	4	0	0	2	1
otu11895	0	0	0	4	0	0	0	0	3	0	1	2	0
otu11896	2	0	0	0	0	0	0	0	0	0	3	3	0
otu11900	0	0	0	0	0	0	3	1	3	0	0	2	0
otu11901	2	0	1	0	0	0	1	3	17	0	0	0	0
otu11905	2	0	1	0	0	1	0	1	3	0	4	1	0
otu11908	0	0	0	6	0	0	0	0	0	4	0	0	0
otu11915	0	0	1	8	0	1	0	0	0	2	3	1	1
otu11916	0	0	0	0	0	0	3	2	6	0	1	8	0
otu11917	4	0	1	3	0	2	0	0	0	0	0	0	1
otu11918	0	3	0	7	0	0	0	0	0	0	0	0	1
otu11920	6	2	2	1	1	3	0	0	0	0	0	1	0
otu11923	5	0	1	0	0	0	0	3	0	0	2	1	0
otu11925	0	6	1	0	0	5	0	0	0	0	0	0	0
otu11929	4	0	0	5	0	0	0	1	1	0	0	0	0
otu11931	4	0	0	0	0	0	0	0	0	0	7	0	0
otu11933	1	0	0	5	0	0	0	0	0	0	0	0	4
otu11936	3	0	0	0	1	0	1	3	1	0	0	6	0
otu11942	3	0	0	0	0	3	0	0	7	0	0	1	0
otu11944	0	0	0	0	4	0	7	2	1	0	0	2	0
otu11945	3	0	0	0	0	1	1	0	5	0	0	2	0
otu11946	0	0	0	0	0	0	0	0	4	0	0	7	0
otu11961	0	0	0	0	0	0	0	6	11	0	0	2	0
otu11962	4	0	0	0	3	3	0	0	1	0	0	0	0
otu11967	0	0	0	0	0	0	3	2	4	0	0	0	0
otu11968	1	0	1	0	0	0	0	0	3	0	0	3	0
otu11970	1	0	0	0	0	0	4	3	1	0	0	1	2
otu11972	0	0	0	0	0	0	2	3	7	0	0	2	0
otu11973	0	0	3	3	0	0	0	1	1	0	1	1	0
otu11974	0	0	0	3	0	0	0	0	0	2	7	0	0
otu11976	5	0	1	7	0	0	0	0	0	0	1	0	1
otu11979	0	0	0	0	1	0	0	3	7	0	0	2	0
otu11981	0	0	0	0	0	0	0	5	3	0	0	2	0
otu11984	0	0	0	0	1	4	2	12	8	0	1	2	0
otu11986	0	0	6	0	1	0	0	0	0	0	3	3	1
otu11989	0	0	0	0	0	0	0	7	4	0	0	0	0
otu11990	0	1	0	0	0	3	0	9	2	0	0	1	0
otu11992	0	0	0	0	0	0	0	8	5	0	0	2	0
otu11993	3	0	1	0	0	0	3	1	3	0	2	1	0
otu11997	0	0	0	0	5	1	0	3	11	0	1	5	0
otu11999	0	0	0	0	0	0	3	2	3	0	0	0	0
otu12001	0	0	6	4	0	0	0	0	0	0	0	0	2
otu12004	0	0	1	0	1	5	0	0	0	0	0	3	0
otu12006	0	0	0	0	1	0	2	0	0	0	6	4	0
otu12014	2	0	0	0	0	3	0	0	0	0	0	3	0
otu12015	1	0	0	5	0	0	0	0	0	6	0	0	0
otu12017	1	0	0	0	0	0	7	3	0	0	1	0	0
otu12018	0	0	0	0	3	0	0	5	6	0	0	5	0
otu12020	0	0	0	0	0	1	4	2	3	0	0	3	0
otu12021	0	0	0	0	3	5	0	1	0	0	0	1	0
otu12029	0	0	0	0	0	0	8	4	2	0	0	1	0
otu12031	3	0	0	0	0	0	2	1	4	0	0	3	0
otu12032	0	0	0	0	1	4	0	6	4	0	0	1	0
otu12037	0	0	0	3	0	0	0	0	0	3	1	0	0
otu12038	0	0	1	0	0	0	0	6	7	0	0	0	0
otu12039	2	0	0	0	0	0	0	0	4	0	1	7	0
otu12040	0	0	0	0	0	4	0	0	10	0	0	0	0
otu12043	2	0	0	0	0	0	3	2	3	0	0	0	0
otu12047	0	0	0	0	0	0	7	6	7	0	1	0	0
otu12049	1	0	0	0	0	3	0	2	3	0	0	0	0
otu12051	0	0	0	0	0	0	0	0	3	0	0	9	0
otu12052	3	2	0	12	2	0	0	0	0	0	0	1	0
otu12055	0	0	0	0	3	0	0	3	4	0	0	1	0
otu12057	1	0	0	0	0	3	3	0	1	0	1	0	0
otu12058	3	1	0	0	4	3	1	1	8	0	0	1	0
otu12067	0	0	0	0	0	0	0	5	6	0	0	0	0
otu12070	0	0	0	0	0	0	1	3	13	0	0	0	0
otu12071	0	0	0	0	0	0	0	3	6	0	0	1	0
otu12073	0	0	0	0	0	0	0	4	3	0	0	1	0
otu12075	0	0	0	0	3	0	0	0	0	0	3	12	0
otu12076	3	1	0	0	0	0	0	0	2	0	3	2	0
otu12085	0	0	0	0	0	0	3	7	0	0	0	0	0
otu12095	0	0	0	0	1	0	3	0	7	0	0	0	0
otu12105	1	0	0	0	1	4	0	3	6	0	2	4	0
otu12107	1	0	0	6	0	3	0	0	0	0	3	0	0
otu12109	1	0	1	5	1	0	3	1	0	0	0	1	1
otu12117	4	0	1	3	0	1	0	1	0	0	0	6	2
otu12119	1	0	0	4	0	1	0	0	0	0	3	0	1
otu12122	0	0	0	0	0	0	2	3	6	0	0	0	0
otu12125	3	0	0	0	1	0	0	0	0	0	0	4	0
otu12129	0	0	0	0	0	0	5	0	3	0	0	0	0
otu12130	4	1	0	3	0	0	0	0	0	0	0	1	0
otu12132	0	0	0	0	3	3	1	0	0	0	1	2	0
otu12136	3	0	0	1	0	0	0	0	0	0	0	4	0
otu12138	1	0	0	0	0	0	2	4	3	0	0	0	0
otu12139	1	0	1	0	3	4	0	0	0	0	0	0	0
otu12157	2	0	0	3	1	0	1	1	3	0	0	0	0
otu12158	0	0	0	0	1	1	3	1	10	0	0	2	0
otu12159	0	0	0	0	0	0	8	3	1	0	0	0	0
otu12161	1	0	0	1	2	0	3	1	0	0	1	3	0
otu12165	0	0	0	0	0	6	0	0	5	0	0	0	0
otu12166	0	0	2	2	1	0	0	3	1	0	1	4	0
otu12167	1	0	8	0	1	1	4	0	6	0	0	3	1
otu12168	0	0	0	5	0	0	0	0	0	0	0	1	6
otu12169	2	0	0	3	0	0	0	0	3	0	1	4	0
otu12173	6	0	0	6	3	0	0	0	0	0	0	0	0
otu12176	0	0	0	0	0	0	3	9	4	0	0	0	0
otu12178	0	0	0	0	0	0	3	1	3	0	0	0	0
otu12180	4	0	0	0	0	0	0	0	0	0	4	4	0
otu12186	0	0	0	0	4	3	0	0	0	0	0	2	0
otu12188	1	0	0	0	5	0	0	0	4	0	0	3	0
otu12191	1	0	2	4	0	0	0	0	0	0	0	1	5
otu12193	0	0	0	0	0	0	2	3	4	0	1	2	0
otu12195	2	0	3	4	1	1	0	0	0	0	0	0	0
otu12198	0	0	0	0	0	0	3	5	0	0	0	0	0
otu12202	0	0	0	5	0	0	0	0	0	0	0	0	4
otu12204	0	0	0	4	3	0	0	0	0	0	0	1	0
otu12205	5	0	2	3	0	3	0	0	2	0	0	1	0
otu12206	2	0	0	0	0	0	0	0	3	0	1	4	0
otu12210	3	0	0	0	0	0	0	0	0	0	0	4	0
otu12222	0	0	0	0	0	0	1	4	6	0	0	0	0
otu12223	3	0	0	0	0	5	0	0	0	1	0	0	0
otu12224	0	0	0	0	1	0	4	0	4	0	0	0	0
otu12230	5	4	0	2	0	0	0	0	0	0	0	0	0
otu12231	0	0	0	0	0	0	7	3	4	0	0	1	0
otu12232	3	0	1	0	0	4	0	0	3	0	1	2	0
otu12233	2	0	0	0	3	2	0	0	0	0	0	3	0
otu12234	1	0	0	0	0	0	3	4	1	0	0	0	0
otu12236	3	0	1	1	0	0	0	0	0	0	0	0	4
otu12237	0	0	0	0	0	4	0	0	0	0	0	4	0
otu12248	2	0	0	0	6	5	0	2	3	0	0	2	0
otu12251	3	1	0	0	0	4	0	0	0	0	0	0	0
otu12255	0	0	0	0	0	0	2	6	4	0	0	0	0
otu12269	3	1	1	0	0	0	0	0	0	0	3	1	0
otu12271	1	0	0	0	8	0	0	0	1	0	1	3	0
otu12272	3	0	0	0	1	0	2	1	3	0	2	2	0
otu12274	3	0	0	0	4	3	0	0	0	0	0	0	0
otu12275	4	0	0	0	0	0	0	2	4	0	0	1	0
otu12276	0	0	0	1	0	0	0	0	0	3	0	0	7
otu12285	4	0	0	0	7	0	0	0	0	0	0	0	0
otu12286	0	0	0	5	0	0	0	0	0	2	3	0	2
otu12287	1	0	0	1	0	3	0	0	2	0	0	3	0
otu12288	1	0	0	3	0	0	0	0	3	0	0	3	0
otu12289	2	0	1	0	0	0	0	3	11	0	0	1	0
otu12291	3	0	0	0	0	0	6	1	2	0	0	5	0
otu12297	0	0	0	5	0	0	0	0	0	0	0	0	3
otu12298	0	0	0	0	0	0	6	4	2	0	0	0	0
otu12300	0	0	0	0	4	5	0	0	0	0	0	1	0
otu12303	1	0	0	0	0	0	3	2	5	0	0	1	0
otu12304	1	0	0	0	0	0	0	3	9	0	2	0	0
otu12307	6	0	0	1	0	0	0	0	0	0	4	0	1
otu12318	0	0	1	0	0	2	0	2	5	0	0	3	0
otu12319	0	0	0	0	0	0	1	3	3	0	0	0	0
otu12322	0	0	0	1	0	0	3	0	3	0	0	8	0
otu12323	0	0	0	6	0	0	0	0	0	0	1	0	3
otu12327	4	0	1	0	1	0	1	0	0	0	0	3	0
otu12330	5	0	0	0	1	1	0	0	1	0	3	0	0
otu12333	0	0	0	0	0	0	3	2	8	0	0	1	0
otu12334	3	0	0	0	0	0	1	3	1	0	0	1	0
otu12336	2	0	0	6	0	6	0	0	0	0	0	0	0
otu12337	4	2	3	0	0	0	0	0	0	0	0	0	0
otu12339	0	0	0	0	0	0	0	4	9	0	0	1	0
otu12340	1	0	0	0	1	0	7	6	8	0	0	2	0
otu12341	0	0	0	0	5	3	0	1	4	0	0	13	0
otu12343	0	0	0	0	0	0	8	3	0	0	0	0	0
otu12344	0	0	3	5	0	0	0	0	0	0	0	2	0
otu12345	0	10	0	8	0	0	0	0	0	0	0	1	0
otu12348	0	0	0	0	0	0	0	3	6	0	0	0	0
otu12349	2	0	0	0	0	2	0	5	7	0	0	3	0
otu12354	1	0	0	1	1	1	0	3	1	0	0	4	0
otu12355	3	0	0	1	0	0	0	0	0	0	3	0	0
otu12357	0	3	0	25	0	0	0	0	1	0	0	1	0
otu12361	5	0	0	0	0	0	1	0	0	0	1	3	0
otu12364	0	0	0	0	1	0	2	3	3	0	0	0	0
otu12368	0	0	0	0	2	0	0	4	3	0	0	2	0
otu12369	3	0	3	1	1	0	0	0	2	0	0	3	0
otu12373	0	0	0	0	0	0	1	3	9	0	0	1	1
otu12375	0	0	0	0	0	0	4	1	3	0	0	1	0
otu12377	5	2	0	0	0	3	0	0	0	0	0	0	0
otu12379	1	0	0	0	0	0	2	6	5	0	0	0	0
otu12380	7	1	0	0	0	3	0	0	0	0	0	0	0
otu12381	0	0	0	4	0	0	0	0	0	6	0	0	0
otu12382	0	1	0	0	0	0	1	13	8	0	1	3	0
otu12385	0	0	0	0	0	4	0	0	9	0	0	2	0
otu12392	4	1	0	0	0	0	0	1	5	0	0	0	0
otu12393	7	0	6	6	0	0	0	0	0	0	0	0	0
otu12394	6	0	0	0	0	0	9	5	17	0	0	0	0
otu12395	0	0	0	0	1	1	0	8	4	0	0	1	0
otu12396	0	0	0	0	0	0	4	1	3	0	0	0	0
otu12401	1	0	0	0	2	0	8	2	5	0	0	9	0
otu12402	0	0	0	0	0	0	2	3	7	0	0	0	0
otu12404	1	1	0	1	0	3	0	0	5	0	0	0	0
otu12407	7	0	0	0	0	3	0	0	0	0	0	0	0
otu12409	0	1	0	0	0	0	0	7	3	0	0	1	0
otu12411	3	0	0	2	0	0	0	0	0	0	3	0	0
otu12414	5	0	0	1	0	1	3	1	2	0	0	3	0
otu12417	5	0	0	0	0	0	2	4	3	0	0	2	0
otu12418	2	0	0	0	0	0	0	0	4	0	0	4	0
otu12423	0	0	0	0	0	0	1	0	6	0	3	2	0
otu12425	0	0	1	1	1	2	0	0	0	0	3	3	0
otu12426	5	0	0	0	0	0	10	2	0	0	0	1	0
otu12427	0	0	0	0	0	0	3	2	3	0	0	2	0
otu12429	3	0	0	1	0	0	2	0	3	0	0	0	0
otu12432	0	0	0	0	0	0	0	5	5	0	1	3	0
otu12443	0	0	0	0	0	0	4	5	0	0	0	0	0
otu12444	1	0	0	0	0	0	0	0	7	0	0	4	0
otu12445	0	0	0	0	0	0	0	7	3	0	0	1	0
otu12447	3	0	0	0	0	0	0	0	0	0	13	0	0
otu12455	2	1	0	0	0	0	11	0	6	0	0	0	0
otu12456	0	0	0	7	0	0	0	0	0	4	1	0	1
otu12460	0	0	0	0	0	0	6	1	5	0	0	2	0
otu12463	1	0	0	0	0	0	3	9	7	0	0	1	0
otu12464	0	0	0	0	0	0	3	1	1	0	0	3	0
otu12465	3	0	0	0	0	0	0	1	3	0	0	0	0
otu12468	0	0	0	0	1	0	4	1	11	0	0	0	0
otu12469	0	0	0	0	0	0	5	4	0	0	0	0	0
otu12481	0	0	4	4	0	0	0	0	2	0	0	2	0
otu12483	1	0	0	7	3	2	0	0	0	0	0	1	0
otu12485	0	0	0	0	0	0	2	3	3	0	0	0	0
otu12488	1	0	0	0	0	0	1	0	9	0	1	3	0
otu12495	0	0	0	0	0	0	3	1	3	0	0	1	0
otu12500	0	0	0	0	0	0	0	0	4	0	0	6	0
otu12504	0	0	0	0	0	0	2	5	3	0	0	0	0
otu12505	0	0	0	0	0	1	0	7	6	0	0	0	0
otu12509	0	0	0	0	0	0	1	4	4	0	0	0	0
otu12512	1	0	0	0	0	0	8	5	4	0	0	5	0
otu12515	0	0	0	0	0	0	0	5	13	0	0	0	0
otu12516	0	0	0	7	0	0	0	0	0	0	0	0	3
otu12523	0	0	0	0	0	0	1	3	3	0	0	5	0
otu12529	0	0	0	0	0	3	0	3	2	0	0	0	0
otu12532	6	0	0	1	0	2	2	4	6	0	2	4	0
otu12536	0	0	2	0	0	0	0	0	0	0	5	4	0
otu12541	0	0	0	0	0	0	0	5	19	0	0	0	0
otu12542	0	0	0	0	0	0	1	6	19	0	0	0	0
otu12543	3	0	0	4	0	1	0	0	0	0	0	3	0
otu12545	0	1	3	0	1	3	0	1	0	0	0	0	0
otu12548	0	0	0	6	0	0	0	0	0	3	0	0	0
otu12549	1	5	0	1	0	7	0	0	0	0	0	2	0
otu12550	0	0	0	0	0	1	1	5	7	0	0	0	0
otu12552	1	0	0	3	4	1	0	0	3	0	1	7	0
otu12556	0	0	0	3	2	3	0	1	3	0	0	3	0
otu12561	1	0	0	0	0	0	4	2	4	0	0	1	0
otu12565	0	0	0	0	0	3	0	1	4	0	0	0	0
otu12567	0	0	0	0	0	0	0	3	3	0	0	6	0
otu12568	0	0	0	0	0	0	2	0	7	0	0	4	0
otu12569	0	0	0	0	0	0	6	3	1	0	0	2	0
otu12570	0	3	0	4	0	0	0	0	0	0	0	0	0
otu12572	0	0	0	0	0	0	1	6	3	0	0	0	0
otu12576	2	0	0	0	0	0	0	0	3	0	3	1	0
otu12578	0	0	0	0	0	0	3	6	6	0	0	1	0
otu12580	0	0	0	0	0	0	0	5	5	0	0	0	0
otu12582	0	0	4	5	0	0	0	0	0	0	0	0	0
otu12588	0	0	2	0	0	0	5	4	13	0	0	5	0
otu12589	0	0	0	0	0	0	0	5	3	0	0	0	0
otu12590	0	0	0	0	0	0	0	1	4	0	0	3	0
otu12593	0	0	0	0	0	0	0	4	1	0	0	3	0
