accnos	align	path
otu9946	fecdc9ce11df4edc6325aa1725e4a7c3aaed92cb_21	97.8672028	Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Marinicella;
otu9947	ff2786b028cad4c1f46e57ffa489e58eb78855ff_17	99.2114868	Bacteria;Acidobacteria;Subgroup 22;
otu9948	ff55104d6425f9bab9390729b862ece7b8bbd7a9_46	99.6034698	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;
otu9949	ffa3f784360b454e8fb6d4826f38e1bb21028806_15	97.0302429	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;
otu9951	ffde79aeb33dc2b750099f1e61c71a4791251143_14	97.8087158	Bacteria;Proteobacteria;Gammaproteobacteria;
otu9954	00328e00d5e5b730602326e45ad5fbe50ffbe044_11	97.3956528	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;
otu9956	01077315fe0d917ecb597e767745fc2077dc187c_12	98.5573196	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu9962	01f13ade1ef230476aded6d33d5a2786d5df1fdb_20	99.5853577	Bacteria;Acidobacteria;Subgroup 26;
otu9963	02683a019ad55f655387434db835f8650be9b1c0_12	99.5643692	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
otu9965	029e78bc03e1b50f61f9bb8f212d22856a4ce586_13	99.417305	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;
otu9968	02cdfc45c61048f90a6becbd7a38d0a95daf038f_14	99.157402	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae;uncultured;
otu9969	02f837347c2c8c0a7bcc8c7abe83685546e052c5_9	97.9019547	Bacteria;Candidate division BRC1;
otu9970	02fc896a534c33bf68c0479524c123ba63b3a1e0_16	99.0053329	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu9976	040fbcfa3b34edc2de0c033e2e2f936873572bd4_13	99.5772247	Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII;Fusibacter;
otu9978	0446aca5ab0a95d5f0f6b7228eba8705d4a6f1dd_23	99.0364075	Bacteria;Candidate division WS3;
otu9980	0487cc4fe8f3b356c8b36003d7877568f3309c93_28	99.2674789	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
otu9983	051f6f5edb69524bff0009a06dffee01f0887f77_17	99.5684738	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
otu9986	05d9552c4af5d69d29372858f14e07ee7c09393b_10	99.5692291	Bacteria;Chloroflexi;Ardenticatenia;uncultured;
otu9987	05ebf8172ab082d2d59893c3cac64e2d2a520f8e_21	98.4134293	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
otu9989	06062b28ea2bec2baddd2f0aa9c04afbf8d9a5fe_14	99.5626831	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Fodinicurvata;
otu9992	06d0fdda7358c69cd63bf52a17f2e08a31670e0b_21	98.0604858	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;
otu9994	07757fa51a9fc62b1b65a48e83701a1a9d97a098_11	97.2630615	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu9996	082cfb0d59a576fdad8991237526f35357fb6bc7_13	99.3748932	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu9997	0854e0686f5436e1370493eedaccf6633542fc95_15	98.9294128	Bacteria;Planctomycetes;OM190;
otu9999	092c19a5037b66153cc7e442b8f18338342e70c7_15	99.5927353	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;uncultured;
otu10002	09f850237f48de68eb6ec8f593ea6b0704932df4_11	99.0952454	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae;uncultured;
otu10003	0a224517b01a578b5a149cfa1ce46d57d326224c_14	98.545578	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;
otu10005	0a3d5fcc3b7b1032ddd7b345462daef008f55449_28	99.5720291	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;uncultured;
otu10008	0b03dbe9ed384a2b2c72a85549bc43fd20d637b1_10	99.5772324	Bacteria;Bacteroidetes;
otu10009	0b7aeb5292880640f975c339ea31c2f7864a42ed_23	99.1301575	Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Marinicella;
otu10010	0b85ea0902af0715ca1e16e11235712b1927d09a_11	98.4314117	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
otu10011	0b9e500e0900e7b31101d27541a98f20464e2d2b_29	96.583046	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Sva0081 sediment group;
otu10012	0c3552ee511e883016da069371898952e25cf7fe_11	99.5671997	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Anderseniella;
otu10013	0c3d7916525cb53e208dd80474f7d1a8a79e0387_15	99.0863647	Bacteria;Bacteroidetes;Cytophagia;Order II;Rhodothermaceae;uncultured;
otu10014	0c8febf1a779a5ee3b7bdb1b075bcea6696deb19_18	98.7656021	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10017	0d04de2fb349dd72c2e6c743fb61e4b8623c13b8_10	99.5682144	Bacteria;Proteobacteria;TA18;
otu10018	0d176ce266ebd6520357f467102ea40631e7b002_11	99.3312683	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;uncultured;
otu10028	0f0c78d14a65c3d3241bbb0c66128eac3b0314f6_11	99.5794678	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
otu10029	0f186715d2312a5141f20843b86bdde412b8ac1a_24	99.6003799	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu10031	0f9647274210a67c9e58c9803cab2d8cd0525f16_17	98.4438934	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10034	109fd25ade4f00d3efafbede2afee6c62d943f6b_13	97.3973465	Bacteria;Candidate division TM7;
otu10035	10a333f23729f3affbe91f547df80fc25615f033_14	97.8289337	Bacteria;Candidate division WS3;
otu10037	115c0a4106717739ec16c7e09269905a13d4fa83_11	99.2992935	Bacteria;Candidate division OD1;
otu10042	12ff22a86e4695132b17cd8f9e431116b304de6c_14	99.0492477	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu10048	1478ed2134b6c3e7134c6da3637774367f3d2aaf_10	98.4426956	Bacteria;Planctomycetes;BD7-11;
otu10049	14df7f8063bd1b7bc1c86a54991860a0688366ee_13	96.3289185	Bacteria;Verrucomicrobia;OPB35 soil group;
otu10052	15b21b40e4ad48e42eeee8ad32ce86a4d5852a80_11	98.4168091	Bacteria;Elusimicrobia;Elusimicrobia;Lineage IIb;
otu10053	16161f6576058255a3a2da50a28d35476be0727f_10	96.195343	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;
otu10056	1690753b59bdb86e91629db516f80df2f2daf3ee_17	99.0863647	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;
otu10062	1804c8482a50fa23eb32b63f1e83e41432d8aac5_10	97.9156723	Bacteria;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae;uncultured;
otu10066	187078454fe6213e22170309dd96bfeb3b90835c_12	99.1073303	Bacteria;Acidobacteria;Subgroup 22;
otu10067	18c57ba93ab79f576f19de903175d3367e2a55e2_10	99.5902939	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter;
otu10068	18ed2c6dd86062f6b422d4d15e35551e0b57ffd8_9	99.4067764	Bacteria;Planctomycetes;OM190;
otu10070	190b02f87417ad235ea399ff8c44b29dcfe8427b_16	100	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Microbulbifer;
otu10071	193618bd67f779103f7eaf35b52a1aa75e86aac0_12	97.4358215	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;uncultured;
otu10073	19c419ec6780e143d85406bab527568c89345b9e_10	99.5670547	Bacteria;Chloroflexi;SAR202 clade;
otu10074	19dad76a6ae0ff1292fabb88f0ddfc251acd7ee0_10	98.0242386	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;
otu10075	19ff3c126c2a88195351bae6ce249f6a09a28740_8	99.1134796	Bacteria;Proteobacteria;Gammaproteobacteria;Order Incertae Sedis;Family Incertae Sedis;Marinicella;
otu10081	1b4d83888754bc9197677531a2cd2ece127b343a_10	98.4235077	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;
otu10082	1c5ef8e31c26b393cc6e4375784bb983c5d1ff97_25	99.1642151	Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;
otu10083	1caf7ed2cd75dbd3f66a57a4789c7141581b41bf_13	99.5872345	Bacteria;Bacteroidetes;VC2.1 Bac22;
otu10085	1d16a5cf8081acd1022c3e142c421c5c8a97debd_9	99.5688858	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu10087	1e00698023815010e2cd6916d83030037b194a5f_15	97.6079254	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;
otu10088	1e16b1d74eca7862feb3da2b2ba2985d6d2e8e64_13	99.0316696	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;GR-WP33-58;
otu10090	1e8341386ecb9cfea911914f43742c98e8862bd6_13	99.5701523	Bacteria;Candidate division WS3;
otu10094	1eee384259a29ba608705548359c6904dcd40ec5_13	97.1047058	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;
otu10098	205952d5648220d82a9d3ad923db0d3001764a48_16	99.5983276	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10101	2164b82ff9265e29d21f1b757ed56dae72cb460e_9	98.447998	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;
otu10102	2164efba3377ce6f27a457dfe2d303171592c215_11	99.4145279	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pir4 lineage;
otu10103	219e7fac091785a10aa0e128338f44725fc27eac_25	99.1277924	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
otu10104	22396d89343067eb0a194f85947b2f27134929b0_21	98.6697617	Bacteria;Planctomycetes;vadinHA49;
otu10109	23aff7b3e6100fb286c6b852145fc2994c2352fb_10	99.5764999	Bacteria;Chloroflexi;uncultured;
otu10113	248fb6f13cae487608130dab0151c65d54d60255_15	95.9783401	Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;IheB3-7;
otu10115	24adbe50e3a77241ff6070d15aa3bd45db943c3c_11	99.1546402	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;
otu10116	252f83af815944ef288509b07cc5db06e87a307a_17	99.0698853	Bacteria;Acidobacteria;Subgroup 22;
otu10117	2538eb3e9a27932e22b1f6b92a73b81015695c5b_10	96.6532059	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu10118	257bc3d613c89c2d33d9221d14874234e83bdfc1_11	98.5296402	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
otu10121	2615a08ba2588a431cd9cc4cf325fb01e289d78a_15	99.2494049	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;
otu10123	26f07b4586d5034010ba246fd7d9f894b06b42c9_11	98.241684	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;
otu10124	26f259267a65ba0d466f9adc8c192ce319f75c73_20	99.5870438	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;
otu10128	27a6fca193e38b2d698d2133b0797834d0798d42_15	98.4966888	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10129	27dd614ab237486c2be135b9d06e51f7d7a3c6e6_20	99.2255783	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Lentimonas;
otu10130	27eb9b65d80c300538034a3ff05619e69eadcd25_14	98.2222595	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10131	28186bfaf6512057958d218c9fc7da98d7e7f696_12	98.0178452	Bacteria;Proteobacteria;Gammaproteobacteria;
otu10132	2830a9cba71ef099291fede36e52bbd0816ccd58_14	98.6657333	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Crocinitomix;
otu10134	28cb9d7af53de7ddf9650591c4594604f85f0947_13	99.5845795	Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;09D2Z46;
otu10135	28ef94a4ca0c96e151e6e996fee3e75c752ddaec_10	99.5930405	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10136	297846515a3f4f975846de26a81f7cd5cf3b36c9_11	97.0771866	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu10137	29d9d9014720fc9f273a77232ae6c824c0b5a604_16	99.5665436	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
otu10138	29f36d1e541cae8071edd43098405a7e1952fcf2_23	99.5939331	Bacteria;Proteobacteria;Gammaproteobacteria;
otu10139	2a54aca76e6f03517c0d8883751a701796a3ae65_9	99.5681	Bacteria;Candidate division WS3;
otu10144	2b02d90ecb62f3821a4ad9c0cb9e5b51753b5254_11	99.5744476	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;
otu10148	2c31c690949f02eb60366babc00c98d7a9d06cd1_13	97.9743195	Bacteria;Chloroflexi;Ardenticatenia;uncultured;
otu10159	2e9c0c1d4ecec43c5442dd4154a1d736ee9437a3_11	99.1688995	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10162	2faa5133e653d5f370b8a72b76838616392506e2_13	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicimonas;
otu10164	300bf17142b85ce61a09b9219af8b150f27d03c0_13	99.5991058	Bacteria;Proteobacteria;Gammaproteobacteria;Sva0071;
otu10166	304146e55b072f80ee72f444954603815c3adb2c_8	97.6601181	Bacteria;Candidate division OP3;
otu10167	3058aace639b0e233d85f466802665790c6e9e9d_16	98.8579407	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
otu10168	30c3e3040ed164d0d877f8cbb0b3a06144795911_13	98.6293335	Bacteria;Proteobacteria;Gammaproteobacteria;
otu10169	30c468da33f03d41759c5d52adadfd61af7378b4_20	99.6000137	Bacteria;Acidobacteria;Acidobacteria;Subgroup 9;
otu10174	327b3ed2563898d04efcaaed68920059eae91471_15	99.3178101	Bacteria;Proteobacteria;Gammaproteobacteria;
otu10183	33fa014df050da3b8883643e32737bb3e2f90f1d_20	98.8406906	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;
otu10184	34310f83bb3c947339b0251830d0dcbd813b5bc3_13	99.5803986	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
otu10186	34b523f92c1e3a3955a720bf8332d205983faf05_9	98.0138702	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
otu10189	357106d0083989c0907e628b457621dbb4e393e6_12	96.9813614	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;
otu10190	359a05292ad102db7f8ca1a2ba6840499fcc8b0a_13	99.0233459	Bacteria;BD1-5;
otu10192	362ee8db78e23ef9f611a1fb76ee8d0deca4b5fc_24	99.0004807	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10193	369bd471250071861ef160e0e0451741d6dddc5a_17	99.06427	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae;Nitrospina;
otu10194	3712ef38d1c3e12ed1de9b76ea2169419c78aa6b_16	99.5932465	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;DEV007;
otu10196	3730b1b0ea4ff337ea0dc01872b22c6187889366_11	99.5985107	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;JTB255 marine benthic group;
otu10198	3781837367f1e39f6f2dafb581f130ec1b5e9b7a_12	99.5759506	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;
otu10199	37ffc991412464eeb073c90915159cd5ebd3a3b8_9	97.1645279	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;
otu10203	38c9051e309219acee1d4d6dfc214bb110eb0168_21	99.4132385	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
otu10204	38d77ee94f41a307a14c280a09220c16df0f01fe_11	99.5948257	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10207	394c118e514540f33d27989c67ee1b25fa0a6aea_9	99.5861206	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;
otu10209	398cfeef562352ce945023dfacf415a7f41f7683_12	99.6278076	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
otu10210	39aa7b137847eb1c9d625cca3c1f352b84d35a8b_14	98.5503998	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;
otu10211	39c222b438b16df797c8eaab07ae8e10a1730221_13	96.9984207	Bacteria;Candidate division OP3;
otu10214	3b4b5c6c6ef04673e0e9db829a275d0582435f53_11	99.351265	Bacteria;Planctomycetes;BD7-11;
otu10217	3bbc7a1cd7bbca0d1938a86b1178d7f55c9348bd_11	98.3205948	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu10219	3bf120bfaf126ee9268bc9b2063877de656184d7_17	96.3747864	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;uncultured;
otu10222	3cc40ee3b0f55bed7b134d60dc44177b248f6480_10	97.6329117	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;uncultured;
otu10225	3db9f3d80e8f7a5bd9604f224946b9edc4af84a4_15	98.5844345	Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;
otu10227	3e0e008cace61083d9ced73be3a12f75daa81e94_15	99.0657425	Bacteria;Acidobacteria;Subgroup 22;
otu10229	3e5d65407920bd47b46e8feacdca1f977425daa6_12	98.7637482	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Nitrosococcus;
otu10230	3e6c6d4b8ee706df9031e125e31cd29ab5431c72_11	99.5837326	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);
otu10231	3e9f35873b82c1ae8957095c64bfd421838d37fa_15	99.054512	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis;
otu10234	3ebe21cf3121970592954ce59a5fcccfd008366f_15	99.5799713	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
otu10236	3efe50d96bcfb1b9d71ebca8c12b1bfe2801c648_15	99.3540649	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
otu10237	3f261715a0e33fa403c95b266e0fb5d60cfdf606_12	99.5722198	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu10241	3f7441e1b693b01f7c02e1b0ece047057b9111a0_15	98.8637085	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Haliea;
otu10242	3f95f447801192ee55d7b2761e628ad268e64ee8_10	97.2311859	Bacteria;Lentisphaerae;DEV055;
otu10246	40fbe41e05c68c8226c33114181e2cc9aa774e74_10	99.5824966	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu10248	411441c6a4735b63fdafc35c86bad2ff187faade_11	97.6735382	Bacteria;Bacteroidetes;
otu10252	416e058a1acef3855b4dffee920c2a720ebac9a3_16	97.9917221	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;uncultured;
otu10253	417f8071369263622a350970dc6663c7c1d57e2b_14	99.3934784	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
otu10255	41ccc6c76ebe0bf58a9938f24fc8b096d679cede_10	98.5929642	Bacteria;Candidate division WS3;
otu10258	42ac1bb5649fa3fe60d9cac5ef1c9cea469db958_9	99.5815659	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;
otu10261	4309bf3085fcae458127adc7fe82b2544e6018d1_11	99.0904694	Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;FamilyI;uncultured;
otu10262	4309d5cee6fe873f1e6ba760a79ba39420daef9f_9	99.5737228	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;
otu10264	432917f2351643117dc1b4acb661bde0c67c6941_16	99.4220963	Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Lentimonas;
otu10265	4367b1ce3bf2311c1e3b781223d1a9378baece96_12	99.2869949	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu10266	4427784224fa841acf5baaa915015bf8bcd13110_27	98.4387436	Bacteria;Proteobacteria;Gammaproteobacteria;KI89A clade;
otu10267	44278f74144df75e5521eba30ff3f4e91a69e27e_11	99.5830994	Bacteria;Candidate division OP8;
otu10268	447adbaa75712c8b0ca04758f757ad71ffefd1c2_20	99.5615158	Bacteria;Chloroflexi;SAR202 clade;
otu10270	44a3cdb8a7247164aabca8068b83ee6bc8ce003c_16	99.075386	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;
otu10272	44d751c2f03c131b563634742a3514882fab5260_13	98.6990204	Bacteria;Proteobacteria;Proteobacteria Incertae Sedis;Unknown Order;Unknown Family;Candidatus Thiobios;
otu10274	45b078b40778c2898e223bac3372362c3e7723dd_11	98.977417	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassobaculum;
otu10275	45b9d8f8908846867e51193cee3200ae6578f170_13	95.9825058	Bacteria;Spirochaetae;Spirochaetes;Spirochaetales;Spirochaetaceae;Spirochaeta;
otu10276	45dc11af79190900c966a3ed70b5a5d0545d4599_16	99.3971939	Bacteria;Bacteroidetes;Cytophagia;Order II;Rhodothermaceae;uncultured;
otu10280	474dd8b81914a6ba2d3bf3de24d350d5dcccff0c_13	99.1583328	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
otu10281	47714b8c29b35134f282fcde14d90ed170c65925_12	95.54599	Bacteria;Chloroflexi;Ardenticatenia;uncultured;
otu10284	4821437ce43f4589a697e27220bd12652d6c3f31_14	99.5774002	Bacteria;Acidobacteria;Holophagae;TPD-58;
otu10285	482fc4ad048730d09aefe439375cd87af39f24e5_9	98.2517929	Bacteria;Chloroflexi;Caldilineae;Caldilineales;Caldilineaceae;uncultured;
otu10292	49b58a713ef0cae9901dce0c26252cc60b33ef75_10	99.5919037	Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
otu10294	4a3c05f0056cb09b4f30f29607648ea027770dbe_13	99.5998077	Bacteria;Acidobacteria;Holophagae;Subgroup 23;
otu10295	4a41f63cfd90902c5b3f47d3560272b7f1157eb7_11	99.0946884	Bacteria;Acidobacteria;Subgroup 22;
otu10297	4b6a1161bfd3f21cb06306e11743363fc9ed1da7_10	98.8656616	Bacteria;Candidate division WS3;
otu10299	4b91edbae382f159f66a409a6050ef18ad3710b0_12	99.41259	Bacteria;Acidobacteria;Acidobacteria;Subgroup 17;
otu10300	4b94c42b67cfa38a666c9bcc985b46f138eb9b69_13	98.092392	Bacteria;Gemmatimonadetes;Gemmatimonadetes;BD2-11 terrestrial group;
otu10311	4da7047ed8fdc6e9742df18f88322eae35647e3c_22	98.7329865	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10312	4db90afa32263d4279e71d04c18bd1ae54615b8c_13	98.4590454	Bacteria;Elusimicrobia;Elusimicrobia;Lineage IIb;
otu10313	4dd587c5b4201cb9663a516e47375e89c958aded_9	99.5864334	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseibacillus;
otu10315	4df929bc604e60aeefe52c9ee3b4f84900d0eae4_13	99.3130264	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
otu10316	4e241ed3ea3ba62ef7576f721e9b93b53ca10c3b_18	97.8040237	Bacteria;Candidate division OD1;
otu10319	4f4974bea8a6581a76a0313f115bad41ff182df3_8	99.590477	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10320	4f889455dba6643bcf6900b4bba8845269d3a752_11	98.8193741	Bacteria;Candidate division WS3;
otu10329	518cc3dafb2fa61313fd37bc51b36ca996f0673c_21	98.9772415	Bacteria;Planctomycetes;Pla3 lineage;
otu10335	52cece8a8256cc365d1462aae9c509f3e09b6717_13	99.5706482	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
otu10337	52f62107d49ba8f2b2e4145514beffe2d56f742f_14	98.768898	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera;
otu10338	53151528408a3da77f03c5d0f1bc469ca808e7df_12	99.5942764	Bacteria;Acidobacteria;Subgroup 22;
otu10339	5317aacf1acc2e1209e1077137252e8491b06d46_22	98.0906525	Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;
otu10341	53764ed5ce9f5494f99b6ea2cc3294fc2be610af_10	99.5922928	Bacteria;Proteobacteria;Deltaproteobacteria;Sh765B-TzT-29;
otu10347	555c5adb32259fd1c7afce0b3c73830fdd668409_13	98.4116287	Bacteria;Candidate division OD1;
otu10350	574c66651081829afb91d469b1b598141a626221_16	100	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter;
otu10351	579ee62c77e84a1739a930e28f2166fb4d602c6c_14	99.3643951	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Blastopirellula;
otu10352	57a232ccbb08c70b95971602b28fb4c6ac738d72_14	99.2842102	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacula;
