domain	phylum	class	order	family	genus
otu4847	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu4848	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu4849	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu4850	Bacteria	Planctomycetes	vadinHA49	vadinHA49_unclassified	vadinHA49_unclassified	vadinHA49_unclassified
otu4851	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu4852	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified	Desulfuromonadales_unclassified
otu4853	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales_unclassified	Xanthomonadales_unclassified
otu4854	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
otu4856	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	DB1-14_unclassified	DB1-14_unclassified
otu4857	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
otu4859	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified
otu4861	Bacteria	Bacteroidetes	Cytophagia	Order II	Rhodothermaceae	Rhodothermaceae_unclassified
otu4862	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu4863	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus
otu4864	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu4865	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	KI89A clade_unclassified	KI89A clade_unclassified
otu4866	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu4867	Bacteria	Lentisphaerae	R76-B128	R76-B128_unclassified	R76-B128_unclassified	R76-B128_unclassified
otu4868	Bacteria	Bacteroidetes	Cytophagia	Order II	Rhodothermaceae	Rhodothermaceae_unclassified
otu4870	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculaceae_unclassified
otu4871	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	AT-s3-44_unclassified
otu4872	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu4873	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
otu4874	Bacteria	Candidate division OD1	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified
otu4875	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae Sedis
otu4876	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
otu4877	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinaceae_unclassified
otu4878	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu4879	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu4880	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
otu4881	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu4882	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu4884	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
otu4886	Bacteria	Candidate division TM7	Candidate division TM7_unclassified	Candidate division TM7_unclassified	Candidate division TM7_unclassified	Candidate division TM7_unclassified
otu4890	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu4891	Bacteria	Acidobacteria	Acidobacteria	Subgroup 17	Subgroup 17_unclassified	Subgroup 17_unclassified
otu4892	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified
otu4893	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
otu4894	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	Sva0485_unclassified	Sva0485_unclassified
otu4896	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
otu4897	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
otu4898	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu4899	Bacteria	Proteobacteria	Proteobacteria Incertae Sedis	Proteobacteria Incertae Sedis	Proteobacteria Incertae Sedis	Candidatus Thiobios
otu4900	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu4901	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
otu4902	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
otu4903	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081 sediment group
otu4906	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu4907	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu4909	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
otu4910	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculaceae_unclassified
otu4911	Bacteria	Acidobacteria	Holophagae	Subgroup 10	CA002	CA002_unclassified
otu4912	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu4913	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
otu4914	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group_unclassified	BD2-11 terrestrial group_unclassified
otu4916	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu4917	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu4918	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
otu4919	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu4920	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu4921	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu4922	Bacteria	Proteobacteria	Proteobacteria Incertae Sedis	Proteobacteria Incertae Sedis	Proteobacteria Incertae Sedis	Candidatus Thiobios
otu4924	Bacteria	Planctomycetes	vadinHA49	vadinHA49_unclassified	vadinHA49_unclassified	vadinHA49_unclassified
otu4926	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
otu4927	Bacteria	Bacteroidetes	Cytophagia	Order II	Rhodothermaceae	Rhodothermaceae_unclassified
otu4928	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Marinilabiaceae_unclassified
otu4929	Bacteria	Proteobacteria	TA18	TA18_unclassified	TA18_unclassified	TA18_unclassified
otu4930	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
otu4931	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
otu4933	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified
otu4934	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group
otu4935	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
otu4938	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
otu4939	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	Sva0485_unclassified	Sva0485_unclassified
otu4940	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae_unclassified
otu4941	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
otu4942	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu4943	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu4944	Bacteria	Bacteroidetes	BD2-2	BD2-2_unclassified	BD2-2_unclassified	BD2-2_unclassified
otu4946	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu4947	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
otu4950	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	Sva0996 marine group_unclassified
otu4951	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu4952	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu4953	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu4954	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
otu4955	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadales_unclassified	Sphingomonadales_unclassified
otu4956	Bacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified
otu4958	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu4959	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu4960	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	KI89A clade_unclassified	KI89A clade_unclassified
otu4961	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu4962	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	Sva0996 marine group_unclassified
otu4963	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu4964	Bacteria	Lentisphaerae	WCHB1-41	WCHB1-41_unclassified	WCHB1-41_unclassified	WCHB1-41_unclassified
otu4965	Bacteria	Bacteroidetes	BD2-2	BD2-2_unclassified	BD2-2_unclassified	BD2-2_unclassified
otu4966	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified
otu4967	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified
otu4968	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu4969	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu4970	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	BD2-7
otu4971	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu4973	Bacteria	Bacteroidetes	BD2-2	BD2-2_unclassified	BD2-2_unclassified	BD2-2_unclassified
otu4974	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
otu4975	Bacteria	Acidobacteria	Acidobacteria	Subgroup 9	Subgroup 9_unclassified	Subgroup 9_unclassified
otu4977	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatitalea
otu4978	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
otu4980	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	CCM11a_unclassified	CCM11a_unclassified
otu4981	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes Incertae Sedis	PAUC43f marine benthic group	PAUC43f marine benthic group_unclassified
otu4982	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified
otu4983	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gilvibacter
otu4984	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu4985	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
otu4986	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
otu4989	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu4990	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu4991	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu4992	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4 lineage
otu4993	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu4994	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
otu4995	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
otu4996	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	KI89A clade_unclassified	KI89A clade_unclassified
otu4997	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified
otu4998	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu4999	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Lentimonas
otu5000	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
otu5002	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu5003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu5004	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
otu5008	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu5009	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu5011	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	OM1 clade_unclassified
otu5012	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu5013	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
otu5014	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
otu5015	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
otu5017	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu5018	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
otu5019	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu5020	Bacteria	Candidate division TM7	Candidate division TM7_unclassified	Candidate division TM7_unclassified	Candidate division TM7_unclassified	Candidate division TM7_unclassified
otu5021	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu5022	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	CCM11a_unclassified	CCM11a_unclassified
otu5023	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu5025	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
otu5027	Bacteria	TA06	TA06_unclassified	TA06_unclassified	TA06_unclassified	TA06_unclassified
otu5028	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Haliea
otu5029	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu5030	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
otu5032	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu5033	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu5034	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified
otu5035	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu5036	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified
otu5037	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu5039	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu5041	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula
otu5043	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonadaceae_unclassified
otu5044	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu5045	Bacteria	Candidate division OP8	Candidate division OP8_unclassified	Candidate division OP8_unclassified	Candidate division OP8_unclassified	Candidate division OP8_unclassified
otu5046	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
otu5048	Bacteria	Candidate division OD1	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified
otu5049	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospinaceae_unclassified
otu5050	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospinaceae_unclassified
otu5051	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified
