S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu31683	0	0	1	0	0	0	0	0	0	0	0	0	0
otu31685	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31686	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31687	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31689	0	0	0	0	0	1	0	0	0	0	0	0	0
otu31690	0	0	0	0	0	0	0	0	0	0	1	0	0
otu31691	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31692	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31694	0	0	0	0	0	0	0	0	0	0	2	0	0
otu31697	0	0	0	0	0	0	0	0	0	0	1	0	0
otu31699	1	0	0	0	0	0	0	0	0	0	0	0	0
otu31702	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31704	1	0	0	0	0	0	0	0	0	0	0	0	0
otu31706	0	0	0	0	0	0	0	0	0	0	0	1	0
otu31707	0	0	0	0	0	0	0	0	0	0	0	1	0
otu31710	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31712	0	0	0	0	0	1	0	0	0	0	0	0	0
otu31714	0	0	0	0	0	0	1	0	0	0	0	0	0
otu31715	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31721	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31722	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31723	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31726	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31729	0	1	0	0	0	0	0	0	0	0	0	0	0
otu31730	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31732	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31734	0	0	0	0	0	0	1	0	0	0	0	0	0
otu31739	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31740	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31743	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31746	0	0	0	0	0	0	1	0	0	0	0	0	0
otu31748	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31751	0	0	0	0	0	1	0	0	0	0	0	0	0
otu31757	0	0	0	0	0	0	1	0	0	0	0	0	0
otu31758	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31759	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31760	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31763	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31766	0	0	0	0	0	0	1	0	0	0	0	0	0
otu31767	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31768	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31778	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31782	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31786	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31790	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31791	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31793	0	0	0	0	0	0	0	0	0	0	1	0	0
otu31795	0	0	0	0	0	1	0	0	0	0	0	0	0
otu31796	0	0	0	0	0	0	0	0	0	0	0	1	0
otu31797	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31804	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31807	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31809	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31810	0	0	0	0	0	0	0	0	0	0	0	1	0
otu31814	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31815	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31816	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31819	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31822	0	0	0	0	0	0	1	0	0	0	0	0	0
otu31825	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31828	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31832	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31833	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31834	0	0	0	0	0	0	0	0	0	0	1	0	0
otu31846	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31849	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31850	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31851	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31852	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31855	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31861	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31862	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31864	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31865	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31867	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31868	0	0	0	0	0	1	0	0	0	0	0	0	0
otu31869	0	0	0	0	0	0	1	0	0	0	0	0	0
otu31871	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31874	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31876	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31877	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31880	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31882	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31884	0	0	0	0	0	0	0	0	0	0	0	1	0
otu31887	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31888	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31893	0	0	0	0	0	0	0	0	0	0	1	0	0
otu31894	0	0	0	0	0	0	0	0	0	0	1	0	0
otu31901	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31902	0	0	0	0	0	0	0	0	0	0	1	0	0
otu31904	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31905	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31907	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31909	0	0	0	0	0	0	1	0	0	0	0	0	0
otu31911	1	0	0	0	0	0	0	0	0	0	0	0	0
otu31912	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31913	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31917	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31920	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31922	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31926	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31929	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31932	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31933	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31935	0	0	0	0	0	0	0	0	2	0	0	0	0
otu31937	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31938	0	0	0	0	0	0	0	0	0	0	0	1	0
otu31939	0	0	0	0	0	0	0	0	0	0	0	0	1
otu31941	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31942	0	0	0	0	0	0	1	0	0	0	0	0	0
otu31944	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31946	0	0	0	0	0	0	0	0	0	0	1	0	0
otu31947	0	1	0	0	0	0	0	0	0	0	0	0	0
otu31948	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31949	0	1	0	0	0	0	0	0	0	0	0	0	0
otu31951	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31954	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31955	0	0	0	0	1	0	0	0	0	0	0	0	0
otu31957	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31959	0	0	1	0	0	0	0	0	0	0	0	0	0
otu31960	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31961	1	0	0	0	0	0	0	0	0	0	0	0	0
otu31965	0	0	0	0	0	0	0	0	0	0	0	1	0
otu31966	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31972	0	0	0	0	0	0	0	0	0	0	0	1	0
otu31973	0	1	0	0	0	0	0	0	0	0	0	0	0
otu31974	0	0	0	0	2	0	0	0	0	0	0	0	0
otu31975	1	0	0	0	0	0	0	0	0	0	0	0	0
otu31976	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31977	0	0	0	0	0	0	0	0	1	0	0	0	0
otu31979	0	0	1	0	0	0	0	0	0	0	0	0	0
otu31983	0	0	0	0	0	0	0	0	0	0	1	0	0
otu31984	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31985	0	0	0	1	0	0	0	0	0	0	0	0	0
otu31992	0	0	0	0	0	0	0	1	0	0	0	0	0
otu31996	0	0	0	2	0	0	0	0	0	0	0	0	0
otu31998	0	0	0	0	0	0	0	0	0	1	0	0	0
otu32002	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32005	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32006	0	0	0	0	0	2	0	0	0	0	0	0	0
otu32007	0	0	0	0	0	1	0	0	0	0	0	0	0
otu32010	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32011	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32012	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32014	0	0	0	0	0	0	0	0	0	0	1	0	0
otu32018	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32019	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32020	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32023	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32024	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32025	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32028	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32030	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32031	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32033	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32038	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32039	0	0	0	0	0	0	1	0	0	0	0	0	0
otu32040	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32042	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32046	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32047	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32048	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32051	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32053	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32054	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32058	0	0	1	0	0	0	0	0	0	0	0	0	0
otu32061	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32063	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32064	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32066	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32067	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32069	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32070	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32075	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32076	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32080	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32082	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32086	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32087	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32092	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32093	0	0	0	0	0	1	0	0	0	0	0	0	0
otu32096	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32097	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32098	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32100	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32101	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32102	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32106	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32107	0	0	0	0	0	0	1	0	0	0	0	0	0
otu32108	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32109	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32110	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32111	0	0	0	0	0	0	0	0	0	1	0	0	0
otu32114	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32115	0	0	0	0	0	0	0	0	0	0	1	0	0
otu32118	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32124	0	0	0	0	0	0	0	0	0	1	0	0	0
otu32126	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32127	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32128	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32129	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32131	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32132	0	0	0	0	0	0	0	0	0	0	1	0	0
otu32133	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32134	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32136	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32137	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32138	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32139	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32141	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32144	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32145	0	0	0	0	0	0	0	2	0	0	0	0	0
otu32147	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32148	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32150	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32151	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32153	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32155	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32157	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32161	0	0	0	0	0	0	0	0	0	1	0	0	0
otu32162	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32163	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32167	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32168	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32169	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32173	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32174	0	0	0	0	0	0	0	0	0	1	0	0	0
otu32176	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32177	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32183	0	0	0	0	0	0	0	0	0	0	1	0	0
otu32185	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32190	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32191	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32192	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32194	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32195	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32196	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32199	0	0	0	0	0	0	1	0	0	0	0	0	0
otu32204	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32208	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32210	0	0	0	0	0	0	0	0	0	1	0	0	0
otu32213	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32216	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32219	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32221	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32222	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32227	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32229	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32230	0	1	0	0	0	1	0	0	0	0	0	0	0
otu32231	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32233	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32235	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32238	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32242	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32243	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32248	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32254	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32255	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32257	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32258	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32260	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32264	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32266	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32267	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32270	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32276	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32278	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32279	0	0	0	0	0	1	0	0	0	0	0	0	0
otu32284	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32288	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32291	0	0	0	0	0	0	0	0	0	1	0	0	0
otu32299	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32303	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32304	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32312	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32313	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32320	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32321	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32329	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32331	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32336	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32338	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32341	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32342	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32344	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32345	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32346	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32347	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32348	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32349	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32350	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32352	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32354	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32357	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32360	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32364	0	0	0	0	0	0	0	0	0	0	1	0	0
otu32365	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32368	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32370	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32373	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32376	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32377	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32380	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32381	1	0	1	0	0	0	0	0	0	0	0	0	0
otu32384	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32385	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32386	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32387	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32388	0	0	0	0	0	0	0	0	0	0	1	0	0
otu32389	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32391	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32392	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32393	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32395	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32398	0	0	0	0	0	1	0	0	0	0	0	0	0
otu32400	0	0	0	0	0	1	0	0	0	0	0	0	0
otu32404	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32418	0	0	1	0	0	0	0	0	0	0	0	0	0
otu32424	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32425	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32426	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32427	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32428	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32436	0	0	1	0	0	0	0	0	0	0	0	0	0
otu32443	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32444	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32445	0	0	0	0	0	0	0	0	0	0	1	0	0
otu32449	0	0	0	0	0	0	0	0	1	0	0	1	0
otu32450	0	0	0	2	0	0	0	0	0	0	0	0	0
otu32452	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32453	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32454	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32455	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32456	0	0	0	0	0	1	0	0	0	0	0	0	0
otu32458	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32459	0	0	0	0	0	0	0	0	0	0	1	0	0
otu32460	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32464	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32465	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32466	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32468	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32469	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32471	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32472	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32473	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32477	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32478	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32479	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32480	0	0	0	0	0	0	1	0	0	0	0	0	0
otu32481	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32483	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32485	0	0	0	0	0	1	0	0	0	0	0	0	0
otu32486	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32488	0	0	0	0	0	1	0	0	0	0	0	0	0
otu32489	0	0	0	0	0	0	1	0	1	0	0	0	0
otu32492	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32493	0	0	0	0	0	0	1	0	0	0	0	0	0
otu32494	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32497	0	0	0	0	0	1	0	0	0	0	0	0	0
otu32498	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32502	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32507	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32508	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32510	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32511	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32515	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32518	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32520	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32522	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32524	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32525	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32529	0	0	0	0	0	0	0	0	0	1	0	0	0
otu32540	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32541	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32545	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32546	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32547	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32548	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32551	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32557	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32560	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32561	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32563	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32568	0	0	0	0	0	0	1	0	0	0	0	0	0
otu32573	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32577	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32579	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32580	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32581	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32582	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32583	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32585	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32586	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32587	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32589	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32590	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32592	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32593	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32596	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32598	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32600	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32601	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32602	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32603	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32607	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32608	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32609	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32610	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32611	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32612	0	1	0	0	0	0	0	0	0	0	0	0	0
otu32613	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32620	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32621	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32624	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32628	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32630	0	0	0	0	0	0	0	0	0	1	0	0	0
otu32631	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32632	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32634	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32638	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32641	0	0	0	0	0	0	0	0	0	1	0	0	0
otu32643	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32645	0	0	0	0	0	0	0	0	0	0	1	0	0
otu32646	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32647	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32650	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32651	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32655	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32656	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32657	0	0	0	0	0	0	1	0	0	0	0	0	0
otu32662	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32663	0	0	0	0	0	1	0	0	0	0	0	0	0
otu32667	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32670	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32672	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32673	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32677	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32681	0	0	0	1	0	0	0	0	0	0	0	0	0
otu32682	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32683	0	0	0	0	1	0	0	0	0	0	0	0	0
otu32684	0	0	0	0	0	0	0	1	0	0	0	0	0
otu32685	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32689	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32690	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32691	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32692	0	0	0	0	0	0	0	0	0	0	0	1	0
otu32694	1	0	0	0	0	0	0	0	0	0	0	0	0
otu32696	0	0	0	0	0	0	0	0	0	0	0	0	1
otu32702	0	0	0	0	0	0	0	0	1	0	0	0	0
otu32706	0	0	0	1	0	0	0	0	0	0	0	0	0
